sector,property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sohna road,flat,signature global park,0.55,7355.0,747.79,2.0,2.0,3,4.0,New Property,828.0,0,0,0,0,0,0,80,373.895
sector 50,house,independent,10.55,32562.0,3240.0,5.0,5.0,3.0,2.0,Moderately Old,3240.0,0,0,1,0,1,0,42,648.0
sector 36,house,independent,0.66,7168.0,920.8,2.0,2.0,3.0,4.0,New Property,823.0,0,0,0,0,0,0,0,460.4
sector 102,flat,conscient heritage max,2.2,10237.0,2149.07,3.0,4.0,3+,20.0,Relatively New,1186.0,0,0,1,0,1,2,45,716.3566666666667
sohna road,flat,signature global park,0.83,7410.0,1120.11,3.0,2.0,2,1.0,New Property,1244.0,0,0,0,0,0,0,16,373.36999999999995
sector 14,house,sector 14 rwa,5.51,16990.0,3243.1,3.0,3.0,2.0,4.0,Moderately Old,3249.0,0,0,0,0,0,0,14,1081.0333333333333
sector 1a,flat,dlf express greens,1.6,6808.0,2350.18,4.0,6.0,3+,4.0,Relatively New,2611.0,0,1,1,0,1,0,49,587.545
sector 86,flat,dlf new town heights,1.25,6476.0,1930.2,3.0,4.0,3+,2.0,Relatively New,1747.0,0,1,1,0,0,0,65,643.4
sector 21,house,independent,0.45,8411.0,535.0,3.0,2.0,1.0,1.0,Relatively New,594.0,0,0,0,0,0,0,0,178.33333333333334
sector 88a,flat,godrej oasis,1.5,8108.0,1850.02,3.0,3.0,2,3.0,Relatively New,2056.0,0,0,0,0,0,0,47,616.6733333333333
sector 50,house,unitech aspen greens,12.0,37037.0,3240.0,3.0,4.0,2.0,1.0,Moderately Old,3240.0,0,0,1,0,1,2,101,1080.0
sector 48,house,vipul tatvam villa,19.5,22222.0,8775.1,5.0,6.0,3.0,2.0,Moderately Old,8775.0,0,1,1,1,1,2,110,1755.02
sector 102,flat,shapoorji pallonji joyville gurugram,1.75,9449.0,1852.05,3.0,3.0,3,10.0,Relatively New,1465.0,1,1,1,0,1,0,49,617.35
sector 109,house,international city by sobha phase 1,6.3,9000.0,7000.0,4.0,5.0,3+,2.0,Relatively New,7000.0,0,0,0,0,0,2,122,1750.0
sector 4,house,not applicable,0.51,14167.0,360.0,1.0,4.0,3.0,4.0,New Property,360.0,0,0,0,0,0,0,0,360.0
sector 85,flat,ss the leaf,1.3,7779.0,1671.17,2.0,2.0,3+,16.0,Relatively New,1406.0,0,0,0,1,0,0,148,835.585
sector 81,flat,bestech park view grand spa,2.25,8458.0,2660.2,3.0,4.0,3+,8.0,Relatively New,2300.0,0,0,1,1,1,2,122,886.7333333333332
dlf phase,house,independent,12.0,42194.0,2844.0,4.0,5.0,3+,4.0,Relatively New,2844.0,0,1,1,1,0,2,60,711.0
sector 102,flat,conscient heritage max,1.82,9011.0,2019.75,3.0,4.0,3+,12.0,Relatively New,1757.0,0,0,1,0,0,0,101,673.25
sohna road,flat,hcbs sports ville,0.22,3142.0,700.19,1.0,1.0,1,1.0,New Property,778.0,0,0,0,0,0,0,86,700.19
sector 28,house,suncity essel towers,6.0,22222.0,2700.0,4.0,4.0,3+,3.0,Old Property,2700.0,0,0,0,0,1,2,89,675.0
sector 82,flat,mapsko royale ville,0.99,5530.0,1790.24,3.0,4.0,2,14.0,New Property,1620.0,0,0,1,0,0,0,95,596.7466666666667
sector 102,flat,conscient heritage max,1.75,9062.0,1931.14,3.0,4.0,3+,16.0,Relatively New,1748.0,0,0,1,0,0,0,134,643.7133333333334
sector 82,flat,vatika india next,0.8,6426.0,1244.94,2.0,2.0,3,9.0,Relatively New,1383.0,0,0,0,0,0,0,0,622.47
sector 5,house,independent,3.5,14787.0,2366.9,5.0,4.0,2.0,2.0,Old Property,2367.0,1,1,0,0,0,0,36,473.38
sector 65,flat,m3m heights,2.0,13957.0,1432.97,2.0,2.0,2,32.0,Relatively New,1433.0,0,0,0,0,0,0,48,716.485
sector 90,flat,shree vardhman flora,0.65,4814.0,1350.23,2.0,2.0,3,10.0,Moderately Old,1222.0,0,0,0,0,1,2,83,675.115
dwarka expressway,flat,experion heartsong,1.08,6150.0,1756.1,3.0,3.0,0,7.0,Under Construction,1758.0,0,0,0,0,0,0,0,585.3666666666667
sector 90,flat,dlf regal gardens,1.13,6647.0,1700.02,3.0,3.0,3+,8.0,Relatively New,1566.0,1,0,0,0,0,0,72,566.6733333333333
sector 21,flat,mittal surya vihar,0.8,7079.0,1130.1,2.0,2.0,2,6.0,Old Property,1256.0,0,0,0,0,0,0,0,565.05
sector 90,flat,dlf regal gardens,1.21,6926.0,1747.04,3.0,3.0,3+,29.0,Relatively New,1581.0,1,0,0,0,0,0,95,582.3466666666667
sector 71,flat,signature andour heights,0.59,8428.0,700.05,2.0,2.0,1,6.0,Moderately Old,639.0,0,0,0,0,0,0,67,350.025
sector 108,flat,experion the heartsong,0.9,7014.0,1283.15,2.0,3.0,3,7.0,Relatively New,1161.0,1,0,1,0,0,0,72,641.575
sector 83,flat,emaar palm gardens,1.75,9210.0,1900.11,3.0,3.0,3,6.0,Relatively New,1600.0,0,0,1,0,0,2,150,633.37
sohna road,flat,breez global hill view,0.32,5470.0,585.01,2.0,2.0,1,17.0,New Property,1000.0,0,0,0,0,0,0,49,292.505
sector 77,flat,umang winter hills,1.05,5762.0,1822.28,3.0,3.0,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,49,607.4266666666666
sohna road,flat,mvn athens,0.21,4666.0,450.06,1.0,1.0,1,11.0,New Property,500.0,0,0,0,0,0,0,16,450.06
sector 53,flat,parsvnath exotica,6.5,19174.0,3390.01,4.0,5.0,3+,10.0,Relatively New,3000.0,0,1,1,0,1,2,174,847.5025
sector 69,flat,tulip violet,1.38,8972.0,1538.12,3.0,3.0,1,12.0,Relatively New,1392.0,0,0,0,0,0,0,157,512.7066666666666
sector 63a,house,anant raj estates,8.5,27139.0,3132.0,6.0,6.0,3+,3.0,Under Construction,3132.0,0,1,0,1,0,0,29,522.0
sector 69,flat,tulip violet,1.7,8457.0,2010.17,4.0,4.0,2,1.0,Relatively New,1819.0,0,0,0,0,0,0,126,502.5425
sector 89,flat,m3m soulitude,1.42,9978.0,1423.13,3.0,3.0,2,3.0,New Property,1581.0,0,0,0,0,0,0,15,474.3766666666667
sector 63,flat,adani brahma samsara vilasa,3.35,16470.0,2034.0,3.0,3.0,3+,3.0,New Property,2034.0,0,0,0,0,0,2,16,678.0
sector 102,flat,emaar gurgaon greens,1.54,9333.0,1650.06,3.0,3.0,3,12.0,Relatively New,1314.0,0,0,1,0,0,0,61,550.02
sector 33,house,unitech uniworld resorts,9.5,23333.0,4071.5,5.0,7.0,3+,2.0,Under Construction,4500.0,0,1,1,1,1,0,57,814.3
sector 4,house,independent,0.85,7522.0,1130.0,3.0,3.0,0,1.0,Moderately Old,1130.0,0,0,0,0,0,0,0,376.6666666666667
sector 12,flat,adarsh nagar,0.65,6190.0,1050.08,3.0,3.0,1,1.0,New Property,1167.0,0,0,0,0,0,2,42,350.02666666666664
sector 90,flat,dlf regal gardens,1.27,5499.0,2309.51,3.0,3.0,3+,2.0,Relatively New,1500.0,1,0,0,0,0,0,72,769.8366666666667
sector 79,flat,supertech basera,0.36,7643.0,471.02,2.0,2.0,1,4.0,New Property,546.0,0,0,0,0,0,0,60,235.51
sector 11,house,independent,2.1,17284.0,1215.0,2.0,6.0,3+,3.0,Relatively New,1215.0,0,0,0,0,0,0,14,607.5
sector 27,house,independent,8.0,26298.0,3042.1,9.0,9.0,3.0,4.0,Relatively New,3042.0,0,1,1,1,1,1,110,338.0111111111111
sector 56,flat,professors enclave cghs,1.55,7750.0,2000.0,3.0,3.0,3+,6.0,Moderately Old,1810.0,0,0,1,0,0,2,49,666.6666666666666
dlf phase,house,independent,11.0,35530.0,3096.0,5.0,5.0,3+,2.0,Relatively New,3096.0,0,1,1,1,1,0,29,619.2
sector 81,flat,vipul lavanya,1.28,7174.0,1784.22,3.0,3.0,3,1.0,Moderately Old,1982.0,0,1,1,0,0,2,49,594.74
sector 104,flat,puri emerald bay,2.3,9387.0,2450.2,3.0,4.0,3+,10.0,Moderately Old,2217.0,0,0,1,0,0,0,101,816.7333333333332
sector 95,flat,rof ananda,0.2,5599.0,357.21,1.0,1.0,1,2.0,Relatively New,407.0,0,1,0,0,0,0,53,357.21
sohna road,flat,eldeco accolade,0.85,6724.0,1264.13,2.0,2.0,3,10.0,New Property,978.0,0,0,0,0,0,0,72,632.065
sector 50,flat,woodstock floors,1.05,10627.0,988.05,2.0,2.0,2,2.0,Moderately Old,1098.0,0,0,0,0,0,0,53,494.025
sector 30,flat,afnhb jalvayu vihar,0.69,7272.0,948.84,2.0,2.0,1,3.0,Old Property,896.0,0,0,0,0,0,0,65,474.42
sector 102,flat,emaar imperial gardens,1.91,9550.0,2000.0,3.0,4.0,2,17.0,Relatively New,1587.0,0,0,1,0,1,2,152,666.6666666666666
sohna road,flat,signature global park,0.56,6812.0,822.08,2.0,2.0,3,3.0,New Property,913.0,0,0,0,0,0,0,111,411.04
sector 37c,flat,piedmont taksila heights,1.05,4792.0,2191.15,3.0,3.0,3,7.0,Relatively New,1738.0,0,0,0,0,0,2,81,730.3833333333333
sector 65,flat,m3m heights,1.9,15000.0,1266.67,2.0,2.0,3,4.0,Under Construction,1141.0,0,0,0,0,0,0,54,633.335
sector 50,house,unitech nirvana birch court,6.8,31481.0,2160.0,4.0,4.0,3+,2.0,Old Property,2160.0,0,1,1,0,1,0,105,540.0
sector 27,house,independent,4.25,31481.0,1350.0,5.0,5.0,3+,3.0,Relatively New,1350.0,0,1,1,0,0,2,49,270.0
sector 92,flat,sare homes,1.1,5347.0,2057.23,4.0,4.0,3,4.0,Relatively New,2286.0,0,0,1,0,0,0,108,514.3075
sushant lok,flat,beverley park 1,8.44,16230.0,5200.25,4.0,5.0,3,9.0,Moderately Old,5000.0,0,0,1,0,0,1,117,1300.0625
sector 104,flat,puri emerald bay,1.58,9117.0,1733.03,2.0,3.0,3,11.0,Relatively New,1538.0,0,0,1,0,0,0,101,866.515
sector 8,house,independent,0.32,7111.0,450.0,2.0,3.0,1.0,1.0,Relatively New,450.0,0,0,0,0,0,0,0,225.0
sohna road,flat,eldeco accolade,0.78,5422.0,1438.58,2.0,2.0,2,7.0,Relatively New,1319.0,0,0,0,0,1,2,137,719.29
sector 105,flat,uphar lakshya homes,0.42,4200.0,1000.0,3.0,2.0,1,1.0,Relatively New,1111.0,0,0,0,0,0,0,7,333.3333333333333
sector 37c,flat,corona optus,1.43,7185.0,1990.26,3.0,3.0,3+,2.0,Relatively New,1834.0,1,0,1,0,0,0,49,663.42
sector 106,flat,paras dews,1.32,5605.0,2355.04,4.0,5.0,3+,11.0,Relatively New,1535.0,0,0,1,0,0,0,49,588.76
sector 109,flat,ats tourmaline,1.45,6744.0,2150.06,3.0,4.0,3+,4.0,Relatively New,1797.0,0,0,1,0,0,0,71,716.6866666666666
sector 92,flat,sare crescent parc,0.87,4971.0,1750.15,4.0,4.0,2,2.0,Moderately Old,1584.0,0,0,0,1,0,1,115,437.5375
sector 86,flat,dlf the skycourt,1.55,8031.0,1930.02,3.0,3.0,3,5.0,Relatively New,1900.0,0,0,0,0,0,0,49,643.34
dlf phase,house,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,35000.0,9000.0,7.0,9.0,3+,3.0,Moderately Old,9000.0,0,1,1,1,1,1,74,1285.7142857142858
sector 74,flat,m3m skywalk,1.78,12500.0,1424.0,2.0,2.0,3+,12.0,Relatively New,1582.0,0,0,0,0,0,0,63,712.0
c block,house,independent,6.5,35399.0,1836.2,5.0,4.0,3+,3.0,Moderately Old,1836.2,0,1,1,0,0,2,54,367.24
sector 74,flat,m3m skywalk,1.5,12500.0,1200.0,2.0,2.0,3,17.0,Relatively New,1300.0,0,0,0,1,0,0,174,600.0
sector 71,flat,m3m sky lofts,0.9,13177.0,683.01,1.0,1.0,0,6.0,New Property,683.0,0,0,0,0,0,0,77,683.01
sector 47,house,independent,5.15,26615.0,1935.0,3.0,9.0,3+,3.0,Relatively New,1935.0,0,0,0,1,0,2,75,645.0
sector 90,flat,dlf regal gardens,1.25,5931.0,2107.57,3.0,3.0,3,18.0,Relatively New,1557.0,1,0,0,0,0,0,72,702.5233333333334
sector 89,flat,tulip petals,1.1,7097.0,1549.95,3.0,2.0,3,4.0,New Property,1550.0,0,0,0,0,0,0,0,516.65
sector 81,flat,bestech park view ananda,1.35,7541.0,1790.21,3.0,3.0,3+,8.0,Old Property,1989.0,0,0,0,0,0,0,114,596.7366666666667
dlf phase,house,independent,16.0,35556.0,4499.9,5.0,6.0,3.0,2.0,Old Property,4500.0,0,0,0,0,0,0,0,899.9799999999999
sushant lok,flat,sushant lok 1 builder floors,2.5,12920.0,1934.98,3.0,3.0,2,2.0,New Property,195.0,0,0,0,0,0,0,0,644.9933333333333
sector 63,flat,dlf the arbour,7.9,20000.0,3950.0,4.0,4.0,3+,34.0,Under Construction,3950.0,0,0,0,0,0,0,61,987.5
sector 86,flat,ansal height 86,0.8,5882.0,1360.08,2.0,2.0,0,1.0,Relatively New,1360.0,0,0,0,0,0,0,0,680.04
sector 109,house,international city by sobha phase 1,5.7,10556.0,5399.8,4.0,4.0,3+,4.0,Relatively New,5400.0,0,0,1,0,1,0,98,1349.95
sector 9,house,independent,3.2,13519.0,2367.0,3.0,3.0,2.0,1.0,Old Property,2367.0,0,0,0,0,0,2,36,789.0
sector 77,flat,emaar mgf palm hills,1.55,7948.0,1950.18,4.0,4.0,3+,2.0,Relatively New,1800.0,0,0,1,0,1,1,49,487.545
sector 85,flat,orris carnation residency,1.1,6686.0,1645.23,3.0,4.0,3,6.0,Moderately Old,1467.0,0,0,1,0,0,1,65,548.41
sector 37c,flat,corona optus,1.44,7250.0,1986.21,3.0,3.0,3+,8.0,New Property,2211.0,0,0,1,0,0,0,37,662.07
sector 7,house,independent,2.25,15625.0,1440.0,3.0,3.0,2.0,2.0,Old Property,1440.0,0,0,0,0,0,2,27,480.0
sohna road,flat,breez global heights,0.46,4842.0,950.02,2.0,2.0,2,4.0,Relatively New,800.0,0,0,0,0,0,1,93,475.01
gwal pahari,flat,suncity vatsal valley,1.28,9552.0,1340.03,3.0,3.0,3,1.0,Relatively New,1489.0,0,0,0,0,0,2,49,446.6766666666667
sector 50,house,unitech espace,9.8,30247.0,3240.0,4.0,4.0,3.0,2.0,Moderately Old,3240.0,0,0,1,0,0,0,22,810.0
sector 51,house,independent,2.25,2778.0,8100.0,6.0,3.0,3+,3.0,Relatively New,900.0,0,0,0,0,0,0,54,1350.0
sector 86,flat,pyramid elite,0.45,7846.0,573.54,2.0,2.0,1,12.0,Under Construction,637.0,0,0,0,0,0,0,30,286.77
sector 31,house,independent,3.5,24155.0,1449.0,4.0,3.0,3.0,2.0,Moderately Old,1449.0,0,0,0,1,0,2,81,362.25
sector 82a,flat,dlf the primus,1.87,10394.0,1799.11,3.0,3.0,3,31.0,Moderately Old,1668.0,0,1,0,0,0,0,38,599.7033333333333
sector 83,flat,emaar palm gardens,1.48,7789.0,1900.12,3.0,3.0,3,7.0,Relatively New,1549.0,0,0,1,0,0,0,66,633.3733333333333
sector 109,house,international city by sobha phase 2,6.2,25514.0,2430.0,5.0,5.0,2.0,2.0,Relatively New,2430.0,0,0,1,0,0,0,135,486.0
sector 90,flat,shree vardhman flora,1.25,4854.0,2575.2,4.0,4.0,3,10.0,Relatively New,2861.0,0,1,0,0,1,0,174,643.8
sector 2,flat,bestech park view residency,0.98,6261.0,1565.25,2.0,2.0,3,14.0,Moderately Old,1416.0,0,0,0,0,1,0,92,782.625
sector 37d,flat,bptp terra,1.8,8215.0,2191.11,4.0,3.0,3,18.0,Relatively New,2025.0,0,1,1,0,1,0,49,547.7775
sohna road,flat,tulsiani easy in homes,0.4,6722.0,595.06,2.0,2.0,3,12.0,New Property,661.0,0,0,0,0,0,0,36,297.53
sector 81,flat,dlf the ultima,2.3,14375.0,1600.0,3.0,4.0,3+,18.0,Relatively New,1854.0,0,0,1,0,0,1,174,533.3333333333334
sector 46,house,independent,2.25,2723.0,8262.0,4.0,3.0,3.0,3.0,Relatively New,90.0,0,0,0,0,1,2,35,2065.5
sector 65,flat,m3m skycity,2.8,15317.0,1828.03,3.0,3.0,0,14.0,Relatively New,1828.03,0,0,0,0,0,0,39,609.3433333333334
sector 90,flat,shree vardhman flora,0.7,4615.0,1516.79,2.0,2.0,3,9.0,New Property,1224.0,1,0,0,0,1,0,51,758.395
sector 89,flat,smart world gems,1.1,9972.0,1103.09,3.0,1.0,0,0.0,New Property,1103.0,0,0,0,0,0,0,45,367.69666666666666
manesar,flat,dnha group housing society,0.75,4518.0,1660.03,3.0,2.0,2,5.0,Moderately Old,1502.0,0,0,0,0,0,0,0,553.3433333333334
sector 95,flat,rof ananda,0.55,5500.0,1000.0,3.0,2.0,2,14.0,New Property,866.0,0,0,0,0,1,1,30,333.3333333333333
south city,house,unitech palms south city 1,9.25,28549.0,3240.0,9.0,9.0,3+,4.0,Moderately Old,5000.0,0,1,1,1,1,2,65,360.0
sector 71,flat,chd avenue,1.35,5744.0,2350.28,4.0,4.0,3,8.0,Moderately Old,2127.0,0,0,1,0,0,0,26,587.57
sector 15,house,sector 15 part 2 rwa,10.0,22222.0,4500.0,5.0,5.0,2.0,2.0,Old Property,4518.0,0,0,0,0,0,0,49,900.0
sector 70,flat,tulip ivory,2.0,8333.0,2400.1,4.0,5.0,3+,6.0,Moderately Old,2114.0,0,0,1,0,0,2,95,600.025
sector 79,flat,godrej aria,1.1,7772.0,1415.34,2.0,2.0,3+,4.0,New Property,1223.0,0,0,0,0,0,2,49,707.67
sector 111,flat,m3m crown,4.67,17000.0,2747.06,4.0,4.0,3+,8.0,Under Construction,3056.0,0,0,0,0,0,0,73,686.765
sector 81,flat,bestech park view ananda,0.87,7951.0,1094.2,2.0,2.0,3,8.0,Relatively New,1300.0,0,0,0,0,0,0,95,547.1
sector 48,house,vipul tatvam villa,18.5,26428.0,7000.2,4.0,4.0,1.0,1.0,Moderately Old,7000.0,0,0,0,0,0,0,30,1750.05
sector 63,house,dlf the arbour,8.5,21519.0,3950.0,4.0,4.0,3+,27.0,New Property,3950.0,0,0,0,0,0,0,61,987.5
sector 85,flat,ss the leaf,1.31,7987.0,1640.17,2.0,2.0,2,5.0,Relatively New,1822.0,0,0,1,0,0,0,89,820.085
sector 102,flat,conscient heritage max,2.22,13875.0,1600.0,3.0,4.0,3+,15.0,Relatively New,2000.0,0,0,1,0,1,0,82,533.3333333333334
sector 113,flat,m3m capital,2.57,15575.0,1650.08,4.0,5.0,3+,25.0,Under Construction,2060.0,0,0,0,0,1,2,79,412.52
sector 74,flat,m3m skywalk,2.25,13636.0,1650.04,3.0,3.0,2,9.0,Relatively New,1938.0,0,0,1,0,0,2,174,550.0133333333333
sector 31,house,independent,3.69,23699.0,1557.0,4.0,4.0,2.0,2.0,Moderately Old,1557.0,0,1,1,0,1,2,75,389.25
sector 105,house,independent,0.55,10913.0,504.0,2.0,4.0,0,2.0,Relatively New,56.0,0,0,0,0,0,0,0,252.0
sector 3,house,independent,0.55,6707.0,820.0,2.0,2.0,1.0,2.0,Moderately Old,810.0,0,0,0,0,0,0,0,410.0
sector 81,flat,dlf the ultima,2.5,11726.0,2132.01,3.0,3.0,2,20.0,Relatively New,1700.0,0,0,1,0,0,1,174,710.6700000000001
sector 70a,flat,aipl zen residences,1.75,10257.0,1706.15,3.0,4.0,3+,20.0,Relatively New,1706.0,1,0,0,0,0,1,49,568.7166666666667
sector 106,flat,paras dews,2.1,8917.0,2355.05,4.0,6.0,3+,6.0,Relatively New,2131.0,1,0,1,0,0,0,60,588.7625
sector 70,flat,shree vardhman victoria,1.65,8461.0,1950.12,3.0,4.0,3,12.0,Relatively New,1765.0,0,0,1,1,0,0,56,650.04
dlf phase,house,independent,4.5,33333.0,1350.0,3.0,3.0,2.0,2.0,Old Property,1350.0,0,1,0,0,0,2,58,450.0
dlf phase,house,independent,16.0,26667.0,5999.9,6.0,5.0,2.0,3.0,Relatively New,6000.0,0,0,0,0,0,0,0,999.9833333333332
sector 12,flat,ss residency,0.53,4818.0,1100.04,3.0,3.0,2,2.0,Relatively New,995.0,0,0,0,0,0,2,14,366.68
sector 66,house,emaar mgf marbella,12.0,37037.0,3240.0,5.0,5.0,3+,3.0,New Property,3240.0,0,1,1,1,0,2,106,648.0
sector 81,flat,signature global synera,0.45,7525.0,598.01,2.0,2.0,2,6.0,Relatively New,664.0,0,0,0,1,0,2,39,299.005
sector 37d,flat,signature global city 37d ph 2,1.36,8846.0,1537.42,3.0,3.0,3,1.0,Under Construction,1535.0,1,1,0,0,0,0,37,512.4733333333334
sector 105,house,independent,0.5,5556.0,900.0,2.0,2.0,0,1.0,Relatively New,100.0,0,0,0,0,0,0,0,450.0
sector 79,flat,mapsko mount ville,1.5,8264.0,1815.1,3.0,4.0,3+,11.0,Relatively New,1416.0,0,0,1,0,0,2,144,605.0333333333333
sector 112,flat,experion windchants,5.31,11204.0,4739.38,4.0,6.0,3+,15.0,Relatively New,3573.0,0,1,1,0,0,0,72,1184.845
sector 99a,flat,prime habitat,0.32,4657.0,687.14,2.0,2.0,1,7.0,Relatively New,601.0,0,0,0,0,0,0,44,343.57
sector 81,flat,vipul lavanya,1.0,8000.0,1250.0,2.0,2.0,2,7.0,Relatively New,1131.0,0,0,0,0,0,0,31,625.0
sector 8,house,independent,0.45,9000.0,500.0,1.0,1.0,1.0,3.0,Moderately Old,556.0,0,0,0,0,0,0,0,500.0
sohna road,flat,breez global heights,0.4,6420.0,623.05,2.0,2.0,1,4.0,New Property,615.0,0,0,0,0,0,0,49,311.525
sector 82,flat,vatika independent floors,1.45,8056.0,1799.9,4.0,3.0,0,1.0,Relatively New,1800.0,0,0,0,0,0,0,50,449.975
sector 107,flat,m3m woodshire,1.32,6330.0,2085.31,3.0,3.0,3,10.0,Relatively New,1758.0,0,0,0,0,0,0,117,695.1033333333334
sector 77,flat,emaar palm premier,2.1,10500.0,2000.0,3.0,4.0,3+,11.0,New Property,1600.0,0,0,1,0,0,2,129,666.6666666666666
sector 48,house,vipul tatvam villa,7.25,22377.0,3240.0,4.0,4.0,3.0,2.0,Relatively New,3240.0,0,1,1,1,1,2,103,810.0
sector 4,house,independent,1.9,8444.0,2250.1,4.0,3.0,2.0,2.0,Moderately Old,211.0,0,1,0,1,0,2,46,562.525
sector 12,house,independent,1.0,8230.0,1215.0,3.0,7.0,3+,3.0,Moderately Old,3750.0,0,1,0,1,0,0,7,405.0
sector 85,flat,ss the leaf,2.03,7230.0,2807.75,4.0,4.0,3+,3.0,Relatively New,2225.0,1,0,0,0,0,0,49,701.9375
sector 2,house,independent,3.65,23442.0,1557.0,3.0,9.0,3+,3.0,New Property,1557.0,0,1,1,0,0,2,116,519.0
sector 81,flat,bestech park view ananda,1.4,7734.0,1810.19,3.0,3.0,3+,6.0,Relatively New,1475.0,0,0,0,0,0,0,95,603.3966666666666
sector 69,flat,tulip violet,1.3,8445.0,1539.37,3.0,3.0,1,12.0,Relatively New,1392.0,0,1,0,0,0,2,94,513.1233333333333
sector 72,flat,tata primanti,3.2,12190.0,2625.1,4.0,4.0,3+,8.0,Moderately Old,2600.0,0,0,1,0,0,2,168,656.275
sector 109,flat,ats kocoon,1.65,10645.0,1550.02,3.0,3.0,3,19.0,Relatively New,1650.0,0,0,0,1,0,2,159,516.6733333333333
sohna road,flat,mvn athens,0.25,5198.0,480.95,2.0,2.0,0,0.0,Relatively New,481.0,0,0,0,0,0,0,37,240.475
sector 103,house,independent,2.25,6367.0,3533.8,3.0,5.0,3+,10.0,Relatively New,3534.0,0,0,0,0,0,0,0,1177.9333333333334
sector 74,flat,m3m skywalk,1.52,13342.0,1139.26,2.0,2.0,3,6.0,Relatively New,1250.0,0,0,0,1,0,0,174,569.63
sohna road,flat,signature global park,0.78,6404.0,1217.99,3.0,3.0,3,1.0,Relatively New,1344.0,0,1,0,0,0,0,150,405.9966666666666
sector 104,flat,ats triumph,1.83,7991.0,2290.08,3.0,4.0,3+,10.0,Relatively New,2000.0,0,0,1,0,0,0,165,763.36
sector 88a,flat,godrej oasis,1.4,7567.0,1850.14,3.0,3.0,3+,4.0,Relatively New,1674.0,0,0,0,0,0,2,38,616.7133333333334
sohna road,house,signature global park,0.85,7589.0,1120.0,3.0,2.0,2.0,1.0,Under Construction,1120.0,0,0,0,0,0,0,15,373.3333333333333
sector 33,flat,godrej nature plus,1.3,8349.0,1557.07,3.0,2.0,3+,18.0,New Property,1409.0,0,0,0,0,0,0,38,519.0233333333333
sector 3,house,independent,0.68,3874.0,1755.3,5.0,3.0,0,1.0,Old Property,1755.0,0,0,0,0,0,0,0,351.06
sector 83,flat,emaar palm gardens,1.75,9210.0,1900.11,3.0,3.0,3,6.0,Relatively New,1549.0,0,0,1,0,0,2,105,633.37
sector 69,flat,tulip violet,1.95,9701.0,2010.1,4.0,4.0,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,157,502.525
sector 3,flat,apna enclave,0.5,7692.0,650.03,2.0,2.0,1,1.0,Old Property,722.0,0,0,0,0,0,2,37,325.015
sector 85,flat,orris aster court premier,1.25,5896.0,2120.08,3.0,4.0,2,5.0,Relatively New,1900.0,0,0,1,0,0,2,174,706.6933333333333
sohna road,flat,breez global heights,0.4,6694.0,597.55,2.0,2.0,2,7.0,Relatively New,762.0,0,0,0,0,0,0,57,298.775
sector 72,flat,tata primanti,3.5,11428.0,3062.65,4.0,5.0,3+,16.0,Relatively New,2625.0,1,0,1,0,0,0,31,765.6625
sector 113,flat,smartworld one dxp,2.0,11074.0,1806.03,3.0,3.0,3,12.0,Relatively New,1806.0,0,0,0,0,0,0,70,602.01
sector 102,flat,conscient heritage max,2.65,10375.0,2554.22,4.0,5.0,3+,17.0,Moderately Old,2311.0,0,0,1,0,0,0,125,638.555
sector 92,flat,gls avenue 51,0.45,7614.0,591.02,2.0,2.0,1,10.0,New Property,646.0,0,0,0,0,1,2,20,295.51
sector 103,flat,ansal housing highland park,1.25,6443.0,1940.09,3.0,3.0,3+,2.0,New Property,1464.0,0,1,0,0,0,0,105,646.6966666666666
sector 65,flat,m3m heights,3.29,17997.0,1828.08,3.0,3.0,3,33.0,New Property,1828.08,0,0,0,0,0,0,49,609.36
sector 108,flat,sobha city,3.95,16858.0,2343.1,3.0,5.0,2,15.0,New Property,2343.1,0,0,1,0,0,0,118,781.0333333333333
sector 82a,flat,vatika sovereign next sector-82 a gurgaon,2.91,6700.0,4343.28,4.0,4.0,3,6.0,Under Construction,3902.0,0,0,1,1,1,2,79,1085.82
sector 65,flat,m3m golfestate,4.95,15906.0,3112.03,3.0,3.0,3,10.0,Relatively New,2816.0,0,0,1,0,0,2,82,1037.3433333333337
sector 69,flat,tulip violet,3.25,10105.0,3216.23,4.0,5.0,3+,14.0,Relatively New,2910.0,1,1,0,0,0,0,20,804.0575
sector 85,flat,godrej air,1.75,9589.0,1825.01,3.0,3.0,2,27.0,Relatively New,1825.0,0,0,0,0,0,0,44,608.3366666666667
sector 89,flat,m3m soulitude,1.14,8000.0,1425.0,3.0,3.0,2,2.0,Under Construction,1581.0,0,0,0,0,1,0,77,475.0
sector 60,house,adani brahma samsara,18.02,28200.0,6390.1,9.0,12.0,3+,3.0,Relatively New,6390.0,0,0,1,0,0,2,146,710.0111111111112
sector 102,flat,emaar gurgaon greens,1.4,8484.0,1650.17,3.0,3.0,3,9.0,Relatively New,1413.0,0,0,1,0,0,0,49,550.0566666666667
sector 48,flat,central park resorts,3.65,15240.0,2395.01,3.0,3.0,3+,9.0,Relatively New,2395.01,1,0,0,0,0,2,157,798.3366666666667
