sector,property_type,price,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 1,flat,0.73,3.0,3.0,1705.0,1,0,Medium
sector 109,house,5.75,4.0,4.0,4800.0,1,0,Medium
dlf phase,house,1.45,3.0,3.0,540.0,0,0,Low
sector 63,flat,3.4,3.0,3.0,3077.0,0,0,Medium
sector 37d,flat,1.49,3.0,3.0,1707.0,0,0,Low
sector 79,flat,1.47,2.0,2.0,93.0,0,1,Medium
sector 82,house,7.5,5.0,5.0,3240.0,1,0,Medium
sector 85,flat,1.85,3.0,4.0,2179.0,1,1,Low
sector 72,house,3.1,5.0,5.0,3653.0,0,0,Low
sector 43,house,2.75,3.0,3.0,1080.0,0,0,Low
sector 81,flat,0.5,2.0,2.0,704.0,0,0,Medium
sector 15,house,4.1,3.0,3.0,1836.0,0,1,Low
sector 85,flat,1.24,2.0,2.0,1730.0,0,0,Low
sector 95,flat,0.26,1.0,1.0,422.0,0,0,Low
sector 99a,flat,0.27,2.0,2.0,498.0,0,0,Medium
sector 83,flat,0.65,1.0,1.0,700.0,0,0,Low
sector 4,flat,0.32,2.0,2.0,1056.0,0,0,Low
sector 21,flat,1.4,5.0,4.0,2172.0,0,0,Low
dlf phase,house,11.25,9.0,9.0,3240.0,1,0,Medium
gwal pahari,flat,7.0,4.0,4.0,5430.0,1,0,Medium
sector 81,flat,2.25,3.0,4.0,2090.0,1,0,High
sector 37c,flat,0.78,2.0,2.0,1068.0,0,0,Medium
sector 68,flat,1.05,2.0,2.0,1200.0,0,0,Medium
sector 85,flat,2.09,4.0,4.0,2600.0,1,1,Low
sector 107,flat,0.28,2.0,2.0,543.0,0,0,Low
sector 95,flat,0.96,3.0,3.0,1720.0,0,0,Low
sector 33,flat,2.5,3.0,3.0,2093.0,0,0,Medium
sector 79,flat,1.7,3.0,4.0,1659.0,1,0,Medium
sector 72,flat,6.5,4.0,4.0,3846.0,1,1,Medium
sector 89,flat,1.0,2.0,2.0,1226.0,0,1,Low
new palam,house,1.0,3.0,2.0,120.0,0,0,Low
sector 103,flat,1.9,3.0,4.0,3716.0,1,1,Low
sector 107,flat,1.02,2.0,2.0,1388.0,0,1,Medium
sector 99a,flat,0.32,2.0,2.0,502.0,0,0,Medium
sector 68,flat,0.82,2.0,2.0,1068.0,0,0,Medium
sector 85,flat,1.2,2.0,2.0,1380.0,0,0,Medium
south city,house,2.65,3.0,3.0,1400.0,1,0,Low
sector 15,flat,0.64,2.0,2.0,905.0,0,0,Low
sector 67,flat,2.32,3.0,4.0,1764.0,1,0,Medium
dlf phase,flat,6.5,4.0,5.0,3889.0,1,0,Low
sector 108,flat,1.36,3.0,2.0,1343.0,1,1,Medium
sector 5,house,0.3,1.0,1.0,540.0,0,0,Low
sector 107,flat,1.8,3.0,4.0,1837.0,1,0,Medium
sector 56,flat,2.05,4.0,4.0,2600.0,0,0,Medium
sector 89,house,1.25,3.0,3.0,1423.0,0,1,Low
sector 83,flat,1.35,3.0,3.0,1387.0,1,0,Low
sector 113,flat,1.38,2.0,2.0,1350.0,0,1,High
sector 65,flat,1.99,2.0,2.0,1140.0,0,0,Low
sector 69,flat,1.31,3.0,3.0,1392.0,0,0,High
sohna road,flat,0.35,2.0,2.0,658.0,0,0,Low
new palam,flat,0.22,2.0,2.0,556.0,0,0,Low
sector 71,flat,0.95,2.0,2.0,1200.0,0,0,Low
sector 56,flat,1.99,4.0,4.0,2000.0,0,0,Medium
manesar,flat,0.5,2.0,2.0,1300.0,0,0,Low
sector 67,flat,0.95,1.0,1.0,826.0,0,0,Low
sector 92,flat,0.75,3.0,3.0,1415.0,0,0,Low
sector 12,house,0.35,2.0,1.0,360.0,0,0,Low
sector 2,flat,1.59,3.0,4.0,1738.0,1,0,Medium
sector 3,house,1.5,6.0,1.0,3000.0,0,0,Low
sohna road,flat,0.27,2.0,2.0,521.0,0,0,Low
sector 47,flat,2.45,3.0,4.0,2544.0,0,1,Low
sushant lok,house,11.0,5.0,6.0,4050.1,1,0,High
sector 70a,flat,1.68,3.0,3.0,1900.0,1,0,Medium
sohna road,flat,0.27,2.0,2.0,619.0,0,0,Low
sector 81,flat,2.4,3.0,3.0,1650.0,1,0,Low
sector 47,flat,2.4,3.0,4.0,1916.0,1,0,Medium
sector 113,flat,3.35,3.0,4.0,2200.0,1,1,High
dlf phase,house,4.45,4.0,4.0,1264.7,0,0,Low
sector 85,flat,1.2,2.0,2.0,1380.0,0,0,High
sector 90,flat,1.65,4.0,4.0,2214.0,0,0,High
sector 90,flat,0.86,3.0,4.0,1525.0,1,0,Medium
sector 86,flat,0.44,2.0,2.0,668.0,0,0,Medium
sector 81,flat,2.25,3.0,3.0,1600.0,1,1,Low
sector 43,flat,2.5,4.0,4.0,2722.0,1,0,Low
sector 86,flat,0.6,3.0,2.0,833.0,0,0,Low
sector 77,flat,1.79,3.0,3.0,1600.0,1,0,Low
sector 3,flat,0.55,2.0,2.0,778.0,0,1,Medium
sector 83,flat,1.42,3.0,3.0,1972.0,0,0,Medium
sector 17b,house,8.5,4.0,4.0,4517.9,1,1,Low
sector 79,flat,1.9,3.0,4.0,2389.0,1,0,Low
sector 28,house,2.1,2.0,8.0,900.0,0,0,Low
sector 7,house,0.27,2.0,2.0,225.0,0,0,Low
dlf phase,house,4.45,4.0,3.0,1350.0,0,0,Medium
sector 104,flat,1.35,3.0,2.0,1093.0,0,0,Low
sector 109,flat,1.75,3.0,4.0,1797.0,1,0,High
sector 2,flat,0.95,2.0,2.0,1281.0,0,0,Medium
sector 48,flat,6.25,3.0,5.0,3200.0,1,0,Low
sector 79,flat,1.0,2.0,2.0,1700.0,0,1,Low
sector 86,flat,1.28,3.0,4.0,1740.0,1,0,Medium
sector 81,flat,2.34,3.0,4.0,1760.0,1,0,High
sector 72,flat,5.25,4.0,4.0,3000.0,1,0,High
sector 56,flat,0.58,1.0,1.0,672.0,0,0,Medium
sector 37c,flat,0.95,3.0,1.0,1820.0,0,0,Low
sector 72,house,8.6,4.0,5.0,7000.0,0,0,Low
sector 109,house,5.85,4.0,5.0,2214.0,1,0,Medium
sector 48,house,7.8,4.0,4.0,3240.0,1,1,Medium
sector 69,flat,1.51,3.0,3.0,1325.0,0,0,High
sushant lok,house,5.5,1.0,1.0,1935.0,0,0,Low
sector 63a,flat,3.7,3.0,3.0,2667.0,0,0,Medium
sector 67,flat,3.4,3.0,4.0,2134.0,1,0,High
sector 90,flat,1.26,3.0,3.0,1650.0,0,0,Low
sohna road,flat,0.54,2.0,2.0,922.0,0,0,Low
sector 46,house,5.65,8.0,6.0,2367.0,1,0,Medium
sector 3,house,0.95,4.0,3.0,1070.0,0,0,Low
sector 61,flat,2.24,3.0,3.0,1402.0,0,0,Medium
sector 65,flat,2.35,3.0,3.0,1500.0,1,1,Medium
sector 104,flat,1.85,3.0,4.0,2072.0,1,1,Medium
sector 69,flat,2.0,4.0,4.0,1819.0,0,0,Medium
sector 113,flat,1.5,2.0,2.0,1155.0,0,0,Medium
sector 53,flat,5.0,3.0,4.0,2500.0,1,0,Low
sector 31,house,4.6,2.0,4.0,1460.0,0,0,Low
sector 89,flat,1.6,3.0,3.0,1774.0,0,0,Medium
sector 3,house,0.55,1.0,1.0,750.0,0,0,Low
sector 36a,flat,0.36,1.0,1.0,407.0,0,0,Medium
dlf phase,house,7.6,2.0,9.0,1960.8,0,1,Medium
sector 48,house,4.95,7.0,7.0,2403.0,1,1,Medium
sector 67a,flat,2.08,3.0,3.0,1563.0,0,0,Medium
sector 70a,flat,1.2,3.0,3.0,1450.0,0,0,Low
sector 82a,flat,2.7,4.0,4.0,2576.09,1,0,Low
sector 109,flat,1.9,4.0,4.0,2765.0,1,0,High
sector 104,flat,1.75,3.0,4.0,2072.0,1,0,Medium
sector 89,flat,0.97,2.0,2.0,1103.0,0,0,Low
sector 70,flat,1.6,3.0,3.0,1527.0,1,1,Low
sector 99a,flat,1.35,3.0,5.0,1807.0,1,0,Medium
b block,house,8.49,3.0,3.0,2700.0,1,0,Low
sector 3,flat,0.8,3.0,3.0,1000.0,0,0,Low
sector 23,flat,0.16,2.0,2.0,706.0,0,0,Low
sector 49,house,4.05,3.0,3.0,2000.0,1,0,Low
sector 104,flat,0.2,1.0,1.0,301.0,0,0,Medium
sector 11,house,0.24,2.0,2.0,450.0,0,0,Low
sector 6,house,0.5,2.0,3.0,360.0,0,0,Low
sector 95,flat,0.32,2.0,2.0,563.0,0,0,Low
sector 112,flat,3.65,3.0,4.0,2225.0,1,0,High
sushant lok,house,3.6,4.0,4.0,1728.0,1,1,Medium
sector 105,house,0.74,3.0,3.0,1000.0,0,0,Low
sector 48,flat,15.0,5.0,6.0,7444.0,1,1,Low
sector 58,flat,2.2,2.0,2.0,1528.0,0,0,Low
sector 3,house,1.0,3.0,4.0,900.0,0,0,Low
sector 109,flat,2.15,3.0,4.0,1896.0,1,0,Medium
sector 77,flat,1.09,3.0,4.0,1833.0,1,0,High
sector 28,flat,2.2,3.0,4.0,1956.0,1,0,Low
sector 69,flat,0.6,2.0,1.0,667.0,0,0,Low
sector 49,house,6.75,5.0,4.0,4500.0,0,0,Low
sector 109,house,8.48,4.0,6.0,3600.0,1,1,High
dlf phase,flat,2.35,3.0,4.0,1700.0,1,0,Medium
sector 103,flat,0.5,2.0,2.0,750.0,0,0,Low
sector 79,flat,1.15,3.0,3.0,1200.0,0,1,Medium
sector 36a,flat,0.65,2.0,2.0,657.0,0,0,Medium
sector 31,house,3.5,4.0,4.0,1449.0,0,0,Medium
sector 10a,house,4.25,4.0,3.0,2367.0,0,0,Low
dlf phase,house,18.4,6.0,8.0,12222.0,1,0,Medium
sector 2,flat,1.36,3.0,3.0,1611.0,0,0,Medium
sector 63a,flat,0.7,1.0,1.0,693.0,0,0,Low
sector 112,flat,3.75,3.0,5.0,2536.0,1,0,Low
dlf phase,house,12.5,4.0,5.0,3240.0,1,1,Medium
sector 84,flat,1.24,3.0,3.0,1650.0,0,1,High
sector 2,house,0.35,2.0,2.0,600.0,0,0,Low
sector 66,flat,4.6,3.0,3.0,2882.0,1,1,Medium
sector 50,house,12.25,5.0,7.0,5850.0,1,1,High
sector 3,house,1.5,7.0,2.0,1980.0,0,0,Low
sector 103,flat,1.05,2.0,2.0,1365.0,0,0,Medium
sector 31,flat,1.25,2.0,2.0,1200.0,0,0,Low
sohna road,flat,0.26,2.0,2.0,534.0,0,0,Medium
sector 92,flat,1.0,4.0,4.0,1828.0,0,0,Low
sector 92,flat,0.78,2.0,2.0,846.0,0,0,Low
sector 102,flat,0.95,2.0,2.0,915.0,0,0,Low
sector 82a,flat,3.5,5.0,5.0,2896.0,0,1,Low
sector 4,house,0.6,3.0,3.0,57.0,0,0,Low
sector 92,flat,0.68,3.0,3.0,1442.0,0,0,Medium
sector 72,house,8.5,5.0,6.0,6300.0,1,1,Medium
sector 77,flat,0.75,2.0,2.0,1140.0,0,0,Medium
sector 50,flat,3.25,3.0,4.0,2819.0,1,0,Medium
sector 90,flat,1.3,3.0,3.0,1929.0,1,0,Medium
sector 69,flat,0.6,2.0,1.0,584.0,0,0,Low
dlf phase,flat,2.25,3.0,3.0,1700.0,1,0,Medium
sector 22,flat,1.65,2.0,2.0,1200.0,0,0,Medium
sohna road,flat,0.72,2.0,2.0,1404.0,0,0,High
sector 90,flat,1.15,3.0,3.0,1747.0,1,0,Medium
sector 102,flat,1.8,3.0,4.0,1710.0,1,0,Low
sector 79,flat,0.8,2.0,2.0,1172.0,0,0,Low
sector 102,flat,1.35,3.0,4.0,1400.0,1,0,High
sector 65,flat,2.65,3.0,3.0,1650.06,1,1,Low
sector 90,flat,1.78,4.0,4.0,2005.0,0,0,Medium
sector 107,flat,1.3,3.0,3.0,1554.0,0,0,High
sector 4,house,0.55,3.0,3.0,1350.0,0,0,Low
sector 61,flat,2.1,3.0,2.0,1534.0,0,0,Medium
sector 84,flat,0.79,3.0,3.0,1561.0,0,0,Low
sector 83,flat,0.84,2.0,2.0,1127.0,0,0,High
sector 106,flat,1.14,3.0,4.0,1305.0,1,1,Low
sector 112,flat,4.25,3.0,5.0,3000.0,1,0,Medium
sector 105,house,0.6,3.0,3.0,450.0,0,0,Low
sector 61,flat,3.9,3.0,4.0,1174.38,1,0,High
sector 76,flat,1.08,3.0,3.0,1774.0,1,0,Medium
sector 104,flat,2.3,3.0,4.0,2544.0,1,0,Medium
sohna road,flat,0.78,2.0,2.0,1144.0,0,0,Medium
sector 107,flat,0.3,2.0,2.0,544.0,0,0,Medium
sector 37d,flat,1.35,3.0,3.0,1600.0,0,0,Medium
sector 79,flat,1.25,2.0,2.0,1383.0,0,0,Low
sector 69,flat,1.52,3.0,3.0,1428.0,0,0,High
sector 70a,flat,0.85,2.0,2.0,842.0,0,0,Low
sector 108,flat,0.7,2.0,2.0,1468.0,0,0,Low
sector 48,house,4.75,7.0,7.0,2340.0,0,1,Low
sector 102,flat,1.75,3.0,4.0,1757.0,1,0,Medium
sector 48,house,8.4,4.0,5.0,4000.0,1,1,Low
sector 109,flat,1.38,3.0,3.0,2419.0,0,0,Low
sector 2,flat,1.02,2.0,2.0,1281.0,0,0,Medium
sector 103,flat,0.5,2.0,2.0,698.0,0,0,Low
sector 102,flat,1.9,3.0,3.0,2099.0,0,1,Low
sector 9,house,0.6,2.0,2.0,558.0,0,0,Low
sector 86,flat,1.25,3.0,2.0,1529.0,0,0,Low
sector 95,flat,0.17,1.0,1.0,3569.0,0,0,Medium
sector 49,house,1.6,4.0,4.0,540.0,0,0,Low
sector 2,house,5.6,8.0,6.0,3240.0,1,1,Low
sector 33,flat,1.4,3.0,3.0,588.0,0,0,Medium
sector 49,house,4.45,6.0,6.0,2880.0,1,1,High
sector 58,flat,2.2,2.0,2.0,1432.0,0,1,Medium
sector 81,flat,0.48,2.0,2.0,547.0,0,0,Low
sector 56,flat,1.59,4.0,3.0,1900.0,0,0,Low
sector 38,house,3.5,3.0,2.0,1722.2,0,0,Low
sector 65,flat,2.79,3.0,3.0,1969.23,0,0,Low
sector 90,flat,1.25,3.0,4.0,1608.0,1,0,Low
dlf phase,flat,4.25,3.0,4.0,3201.0,1,0,Medium
sector 70,flat,1.6,3.0,5.0,1527.0,1,0,Medium
sector 61,flat,2.55,3.0,3.0,1630.02,0,0,Low
sector 81,flat,0.64,2.0,2.0,1361.0,0,0,Medium
sector 109,flat,1.7,3.0,3.0,2303.0,1,0,High
dlf phase,house,4.25,3.0,2.0,1350.0,0,1,Low
sushant lok,house,7.0,5.0,5.0,2700.0,1,1,Low
sector 23,house,5.0,4.0,4.0,3078.0,0,0,Low
sector 23,house,4.0,3.0,3.0,2430.0,1,0,Medium
sohna road,flat,0.7,3.0,3.0,1281.0,0,0,High
sector 71,flat,0.79,2.0,2.0,1084.0,0,0,Low
sector 81,flat,2.35,3.0,4.0,1558.0,1,0,Medium
sushant lok,house,7.25,9.0,9.0,2700.0,1,0,Low
sector 9,flat,1.2,4.0,3.0,2000.0,0,0,Low
sector 102,flat,1.4,3.0,3.0,1314.0,1,0,Medium
sector 92,flat,0.72,3.0,3.0,1700.0,1,0,Low
sector 113,flat,2.78,3.0,4.0,2350.0,1,0,High
sector 70,flat,1.78,3.0,3.0,1765.0,1,0,Low
sector 65,flat,5.9,3.0,3.0,3043.0,1,1,Medium
sector 49,house,3.75,3.0,3.0,1701.0,0,0,Low
sector 3,flat,1.3,2.0,2.0,1604.0,0,0,Low
sector 90,flat,1.55,4.0,4.0,2139.0,1,0,Medium
sector 85,flat,2.14,4.0,4.0,2300.0,1,1,Low
sector 102,flat,1.39,3.0,3.0,1493.0,1,0,Low
sector 82a,flat,2.55,4.0,4.0,2273.13,0,0,Low
sector 111,flat,3.5,4.0,5.0,2700.0,1,0,Low
sector 13,house,0.62,6.0,6.0,192.0,0,0,Low
sector 15,house,1.07,2.0,2.0,900.0,1,0,Low
sector 90,flat,0.7,2.0,2.0,1350.0,0,1,Medium
sector 48,flat,4.3,4.0,5.0,3444.0,1,1,Medium
sector 50,house,12.5,4.0,4.0,3060.0,1,1,High
sector 48,house,6.0,4.0,4.0,2700.0,1,0,Medium
sector 92,flat,0.95,4.0,3.0,1765.0,0,0,Low
sector 92,flat,1.42,3.0,3.0,1738.0,0,0,Medium
sector 70a,flat,1.6,3.0,3.0,1750.0,1,0,Medium
sector 79,flat,1.34,3.0,3.0,1423.0,0,0,High
sector 54,flat,5.75,3.0,4.0,2329.07,1,0,High
sector 90,flat,1.25,3.0,3.0,1700.0,1,0,Medium
sector 102,flat,1.35,2.0,2.0,828.0,0,0,Low
sushant lok,flat,6.0,4.0,5.0,3806.0,0,0,Low
sector 7,house,0.9,2.0,4.0,900.0,1,0,Low
sector 99a,flat,1.1,2.0,2.0,1368.0,0,1,Medium
sector 65,flat,2.8,3.0,3.0,1650.07,1,1,Low
sector 113,flat,2.51,3.0,3.0,1695.95,0,1,Low
sector 11,flat,0.3,2.0,2.0,846.0,0,0,Low
sector 62,flat,9.14,4.0,6.0,3932.0,1,1,Medium
sector 106,flat,1.35,4.0,4.0,2100.0,1,0,High
sector 113,flat,1.65,3.0,2.0,1420.0,0,0,Low
sector 63a,flat,3.3,3.0,3.0,2150.12,1,0,Medium
sector 70a,house,6.5,4.0,4.0,2691.0,1,1,High
sector 37d,flat,1.0,3.0,5.0,1833.0,1,0,Low
sector 13,house,1.5,2.0,2.0,1426.0,0,1,Low
sector 2,house,19.5,8.0,9.0,7200.0,1,1,Medium
sector 67,flat,3.39,3.0,4.0,2100.0,1,0,Low
sector 4,house,0.47,2.0,1.0,624.0,0,0,Low
sector 95,flat,0.6,2.0,2.0,974.0,0,1,Low
sector 65,flat,2.25,3.0,3.0,1600.0,1,1,Low
sector 86,flat,1.55,3.0,3.0,1900.0,0,0,High
sector 109,flat,2.1,3.0,4.0,2100.0,1,0,High
sector 109,house,5.5,4.0,4.0,2430.0,1,0,Medium
sector 49,flat,2.55,3.0,4.0,2060.0,0,1,Low
sector 84,flat,0.85,2.0,2.0,1222.0,0,1,Low
sector 89,flat,1.7,3.0,3.0,1944.0,0,1,Medium
sector 67,flat,2.78,3.0,3.0,2047.13,0,0,High
sector 90,flat,1.25,4.0,5.0,2330.0,1,1,High
sector 4,house,0.61,2.0,2.0,61.0,0,0,Low
sector 92,flat,0.82,3.0,3.0,1221.0,0,0,Medium
sector 83,house,1.7,3.0,3.0,2160.0,1,0,Low
sector 48,house,7.35,4.0,5.0,3222.0,1,1,Medium
sector 104,flat,1.73,3.0,4.0,2072.0,1,0,High
sector 109,house,6.75,4.0,4.0,6228.0,1,0,Medium
sector 95,flat,0.46,2.0,2.0,809.0,0,1,Medium
sector 81,flat,2.7,3.0,3.0,2343.0,1,0,Low
sector 70,flat,1.64,3.0,5.0,1527.0,1,0,Medium
new gurgaon,flat,4.0,4.0,4.0,3889.0,1,1,Medium
sector 11,house,1.2,7.0,3.0,300.0,0,0,Low
sector 111,flat,2.65,3.0,4.0,2005.0,1,1,Medium
sector 43,flat,2.75,3.0,4.0,2222.0,1,0,Low
sector 22,house,4.75,7.0,5.0,2367.0,0,0,Low
sector 84,flat,0.92,3.0,3.0,1652.0,0,1,Medium
sector 103,flat,0.99,3.0,4.0,1731.0,1,0,High
sector 78,flat,0.7,2.0,2.0,1224.0,0,0,Low
sector 4,house,3.25,3.0,3.0,2250.0,0,0,Low
sector 46,house,3.6,5.0,5.0,1449.0,1,0,Medium
sector 90,flat,0.5,2.0,2.0,650.0,0,0,Low
sector 102,flat,2.6,3.0,3.0,2351.0,1,1,Medium
sector 70,flat,2.35,4.0,4.0,2667.0,1,0,Medium
sector 12,flat,0.35,2.0,2.0,737.0,0,0,Low
sector 33,flat,1.4,3.0,2.0,131.0,0,0,Medium
south city,house,9.0,8.0,5.0,3240.0,1,0,Low
sector 61,flat,2.45,3.0,3.0,1223.0,1,1,Medium
sector 67,flat,1.0,1.0,1.0,826.0,0,0,Low
sector 4,house,0.75,2.0,4.0,640.0,0,0,Low
sector 69,flat,1.8,4.0,4.0,1819.0,0,0,High
sector 12,house,1.7,1.0,1.0,2000.0,0,0,Low
sector 37d,flat,1.08,3.0,3.0,1700.0,0,0,High
sector 47,flat,2.4,3.0,3.0,1888.0,1,0,Medium
sector 61,flat,1.6,2.0,2.0,1278.0,0,1,Low
gwal pahari,flat,5.5,4.0,5.0,5249.0,1,1,High
sector 102,flat,1.99,2.0,2.0,1145.0,0,0,High
sector 61,flat,2.3,3.0,3.0,1475.0,0,1,Medium
sector 107,flat,1.39,3.0,4.0,2057.0,1,0,High
sector 50,flat,2.7,3.0,3.0,2357.0,1,0,Medium
sector 109,flat,1.6,3.0,3.0,2303.0,1,0,Medium
sector 95,flat,0.3,2.0,2.0,950.0,0,0,Low
sector 81,flat,2.35,3.0,4.0,2513.0,1,0,Medium
sector 8,house,0.82,2.0,4.0,891.0,0,0,Low
sector 102,flat,2.04,3.0,3.0,1644.0,0,0,Medium
sector 82,house,7.0,4.0,4.0,3900.0,1,0,Medium
sector 59,flat,5.0,4.0,4.0,4254.0,1,1,High
sector 50,flat,2.51,3.0,3.0,2093.06,0,0,Medium
sector 2,flat,0.95,2.0,2.0,1100.0,0,0,Medium
sector 90,flat,0.45,2.0,2.0,696.0,0,0,Low
sector 1,flat,0.9,3.0,3.0,1900.0,1,0,Low
sector 69,flat,1.4,3.0,3.0,1419.0,0,0,Medium
sector 50,house,7.1,3.0,3.0,2255.4,1,0,Low
sector 33,flat,1.7,3.0,3.0,1500.0,1,0,Low
sector 7,flat,0.36,2.0,2.0,700.0,0,0,Low
sector 45,house,4.49,3.0,9.0,1836.0,0,0,Medium
sector 69,flat,1.32,3.0,3.0,1419.0,0,0,Medium
sector 28,flat,3.0,3.0,5.0,2590.0,0,0,Low
sohna road,flat,0.72,2.0,2.0,1095.0,0,0,High
sector 2,flat,0.4,1.0,1.0,450.0,0,0,Low
sector 103,flat,2.14,4.0,6.0,2718.0,1,0,Medium
sector 111,flat,3.9,4.0,5.0,2996.0,1,0,High
sector 83,flat,1.18,3.0,3.0,1618.0,0,0,Low
sector 1,flat,0.64,3.0,2.0,1696.0,0,0,Medium
surat nagar,house,0.95,2.0,6.0,1305.0,0,0,Low
sector 4,flat,0.39,2.0,2.0,950.0,0,0,Low
sector 89,house,0.7,2.0,2.0,1297.0,0,0,Low
sector 102,flat,2.0,3.0,3.0,1456.0,0,0,Medium
dlf phase,house,6.25,5.0,5.0,1800.0,1,0,Medium
sector 17,house,0.32,2.0,2.0,145.0,0,0,Low
sector 83,flat,1.75,3.0,3.0,1600.0,1,0,High
south city,house,7.25,9.0,8.0,2475.0,1,0,Medium
sector 5,flat,0.9,3.0,2.0,889.0,0,0,Low
sector 69,flat,2.0,4.0,4.0,2186.0,0,0,Medium
sector 69,flat,0.74,3.0,3.0,1210.0,1,0,Medium
sector 11,house,0.9,2.0,5.0,800.0,0,0,Low
dwarka expressway,flat,1.3,3.0,3.0,1267.0,0,0,Low
sector 37c,flat,1.25,3.0,3.0,1563.0,0,1,Low
sector 70a,flat,1.18,2.0,2.0,1400.0,0,0,Medium
sector 31,house,4.6,2.0,2.0,1426.0,0,0,Low
sector 107,flat,0.28,2.0,2.0,543.0,0,0,Low
sector 85,flat,1.49,4.0,5.0,2017.0,1,0,Medium
sohna road road,house,1.35,5.0,5.0,1350.0,0,0,Low
sohna road,flat,0.28,2.0,2.0,743.0,0,0,Low
sector 109,house,12.5,5.0,6.0,4500.0,1,1,Medium
sector 113,flat,3.25,4.0,4.0,2553.0,1,1,Medium
dlf phase,house,3.51,4.0,4.0,2844.0,1,1,High
sector 102,flat,2.2,3.0,4.0,1945.0,1,1,Medium
sector 66,flat,3.0,4.0,5.0,2100.11,1,0,Low
sector 28,house,0.7,2.0,2.0,864.0,0,0,Low
sector 66,flat,2.8,3.0,4.0,1700.06,1,0,Medium
sector 84,flat,0.9,3.0,3.0,1833.0,1,0,Medium
dlf phase,house,1.6,8.0,5.0,540.0,0,0,Low
sohna road,flat,0.46,2.0,2.0,789.0,0,0,Low
sector 79,flat,1.2,3.0,3.0,1348.0,0,0,Low
sector 37d,flat,0.45,2.0,3.0,656.0,0,0,Low
sector 4,house,3.3,3.0,3.0,2250.0,0,0,Low
sector 92,flat,1.22,4.0,3.0,2093.0,1,0,Medium
sector 102,flat,1.9,3.0,3.0,1700.0,0,0,High
sector 102,flat,2.5,4.0,5.0,2600.0,1,0,High
dlf phase,house,10.5,5.0,6.0,3240.0,1,1,High
sector 84,flat,1.35,3.0,3.0,1750.0,0,0,Medium
sector 67,house,8.0,6.0,7.0,3600.0,1,1,High
sector 84,flat,0.9,3.0,3.0,1525.0,0,0,High
sector 37d,flat,1.1,3.0,3.0,1700.0,0,0,Medium
sector 109,flat,1.26,3.0,2.0,1701.0,0,0,Medium
sector 89,flat,1.25,3.0,3.0,1581.0,0,1,Low
sector 50,house,12.5,6.0,5.0,3078.0,1,1,Low
sector 81,flat,2.2,3.0,3.0,1570.0,1,1,Low
sector 26,house,5.5,4.0,4.0,1800.0,0,0,Low
dlf phase,house,10.5,5.0,5.0,3618.0,1,1,Low
sector 85,flat,1.17,2.0,3.0,1550.0,0,0,Low
sector 4,flat,0.21,1.0,1.0,500.0,0,0,Low
sector 33,house,11.0,5.0,6.0,4500.0,1,1,Medium
sector 7,house,0.89,2.0,3.0,477.0,0,0,Low
sushant lok,flat,4.2,3.0,4.0,2124.75,0,0,Low
sector 107,flat,0.9,2.0,2.0,1236.0,0,0,Medium
sector 84,flat,1.05,3.0,3.0,1610.0,0,0,Medium
sector 17,house,0.29,2.0,1.0,891.0,0,0,Low
sector 54,flat,6.75,4.0,4.0,2076.0,1,0,Medium
sector 12,flat,1.15,3.0,4.0,2000.0,1,1,Low
sector 69,flat,1.4,3.0,3.0,1392.0,0,0,High
sector 86,flat,0.45,2.0,2.0,646.0,0,0,Medium
sector 93,flat,0.4,2.0,2.0,730.0,0,0,Low
sector 86,flat,1.6,3.0,3.0,1746.0,0,0,Medium
sector 90,flat,1.24,3.0,3.0,1600.0,0,0,Medium
sector 69,flat,1.36,3.0,3.0,1428.0,0,0,Low
sector 70,flat,1.55,3.0,5.0,1527.0,1,0,High
sector 79,flat,1.91,3.0,4.0,2031.0,1,0,High
sector 2,flat,0.56,1.0,2.0,723.0,0,0,Medium
sector 50,flat,2.6,3.0,4.0,2700.0,1,0,High
sector 85,flat,1.25,2.0,2.0,1934.0,0,0,Low
sohna road,flat,0.3,2.0,2.0,605.0,0,0,Medium
sector 85,flat,1.1,2.0,2.0,1464.0,0,0,Medium
sector 36,flat,0.82,3.0,2.0,850.0,0,0,Low
sector 33,house,0.85,3.0,2.0,900.0,0,0,Low
sector 102,flat,1.7,3.0,4.0,1700.0,1,0,High
sector 92,flat,0.79,3.0,2.0,1175.0,0,0,Low
sector 68,flat,1.08,2.0,2.0,1130.0,0,0,Medium
sector 81,flat,2.22,3.0,4.0,2407.0,1,0,High
sector 63a,flat,2.1,2.0,2.0,1400.0,0,0,Low
sector 69,flat,1.3,3.0,3.0,1419.0,0,0,Medium
dlf phase,house,4.0,4.0,3.0,8829.0,0,0,Low
sector 83,flat,0.75,2.0,2.0,1150.0,0,0,Medium
sector 33,house,1.35,2.0,2.0,1210.0,0,1,Medium
sector 69,flat,1.4,3.0,3.0,1428.0,0,0,Medium
sector 49,flat,4.21,5.0,6.0,3219.0,1,0,Low
sector 86,flat,1.45,3.0,2.0,1480.0,0,0,Medium
sector 88a,flat,1.38,3.0,3.0,2296.0,1,0,Medium
sector 111,flat,0.36,1.0,1.0,450.0,0,0,Low
sector 90,flat,0.95,3.0,3.0,1667.0,1,0,Medium
sector 85,flat,0.93,3.0,3.0,1587.0,0,0,Low
sector 111,flat,3.7,4.0,5.0,2650.0,1,0,High
