sector,property_type,price,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 112,flat,2.6,2.0,2.0,2441.09,0,0,High
sector 1a,flat,0.65,3.0,2.0,1696.0,0,0,Low
sector 22,flat,3.2,3.0,4.0,2517.0,0,0,Low
sector 111,flat,3.4,4.0,5.0,2670.0,1,0,Medium
sector 89,flat,1.01,2.0,2.0,1226.0,0,1,Low
sector 37d,flat,0.9,3.0,3.0,1185.0,0,0,Low
sector 99a,flat,0.27,2.0,2.0,552.0,0,0,Low
sector 70a,flat,2.5,3.0,3.0,1723.0,0,0,High
sector 92,flat,0.71,3.0,3.0,1596.0,0,0,Low
sector 103,flat,2.0,4.0,5.0,2416.0,1,0,Low
sector 113,flat,3.05,3.0,4.0,2150.0,1,0,High
sector 48,flat,1.5,3.0,3.0,1600.0,0,0,Medium
sector 1a,flat,0.68,3.0,3.0,1526.0,0,0,Low
sector 104,flat,2.65,4.0,4.0,2898.0,1,0,Low
sector 33,flat,1.35,3.0,4.0,1398.0,1,0,Low
sector 95,flat,0.38,2.0,2.0,610.0,0,0,Low
sohna road,flat,0.75,3.0,2.0,1201.0,0,0,Medium
sector 36,house,0.75,3.0,1.0,1081.0,0,0,Low
sector 107,flat,0.88,2.0,2.0,1236.0,0,0,Medium
sector 109,flat,1.7,3.0,3.0,1550.0,0,0,Low
sector 69,flat,1.76,4.0,4.0,1819.0,0,0,Medium
sector 90,flat,1.19,3.0,3.0,1562.0,0,0,Medium
sector 102,flat,1.4,2.0,2.0,1286.0,0,0,Medium
sector 2,house,4.95,6.0,5.0,2430.0,1,0,Medium
sector 113,flat,2.37,4.0,4.0,2060.0,0,1,Medium
sector 53,flat,8.25,3.0,4.0,2661.0,1,0,Low
sector 81,flat,0.75,2.0,2.0,1397.0,0,0,Low
sector 109,house,8.75,5.0,5.0,3600.0,1,1,High
sector 49,house,3.75,2.0,6.0,1467.0,0,0,Low
sector 99,flat,1.9,4.0,4.0,2835.0,0,0,Medium
sector 81,flat,2.12,3.0,3.0,1650.0,1,1,Low
sector 56,flat,1.7,3.0,3.0,2200.0,0,1,Low
sector 37d,flat,0.55,2.0,2.0,543.0,0,0,Medium
sector 69,flat,1.9,4.0,4.0,1819.0,0,0,Low
sector 85,flat,1.1,2.0,2.0,1600.0,0,0,High
sector 69,flat,1.37,3.0,3.0,1568.0,0,0,Medium
sector 82a,flat,2.6,4.0,4.0,2273.12,0,0,Low
sector 107,flat,0.27,2.0,2.0,543.0,0,0,Low
sector 81,flat,3.25,4.0,4.0,2491.0,1,0,Low
sector 95,flat,0.2,1.0,1.0,407.0,0,0,Medium
sector 79,flat,1.65,3.0,3.0,1815.0,0,0,Low
sector 85,flat,0.67,2.0,2.0,1250.0,0,0,High
sector 70,flat,1.62,3.0,3.0,1527.0,1,0,Medium
sector 113,flat,2.75,4.0,4.0,2886.0,1,1,Medium
sector 89,flat,0.9,2.0,2.0,1105.0,0,0,Low
sector 110,flat,3.4,4.0,5.0,3077.0,1,0,Medium
sector 65,flat,2.01,2.0,2.0,1482.0,0,1,Low
sector 12,flat,0.72,2.0,2.0,1100.0,0,0,Low
sector 57,house,6.25,9.0,9.0,2660.0,1,0,Medium
sector 65,flat,2.24,3.0,3.0,1833.0,1,1,Low
sector 49,house,3.75,2.0,6.0,1467.0,0,1,Low
sector 61,flat,1.58,2.0,2.0,1278.0,0,1,Low
sector 3,flat,0.26,2.0,1.0,611.0,0,0,Low
sector 65,flat,4.7,3.0,3.0,2380.11,1,0,Low
sector 79,flat,1.85,3.0,4.0,1946.0,1,0,Low
sector 99,flat,0.95,2.0,3.0,1611.0,1,0,Low
sector 7,house,0.75,3.0,5.0,600.0,0,0,Low
sector 85,flat,2.3,4.0,4.0,2545.0,1,0,Low
sector 82,flat,0.86,3.0,3.0,1234.0,0,1,Medium
sector 61,flat,1.65,2.0,2.0,1333.0,0,1,Low
sector 102,flat,1.26,2.0,2.0,1100.0,0,0,Medium
sector 37d,flat,0.68,2.0,2.0,644.0,0,0,Medium
sector 23,house,5.1,3.0,2.0,3078.0,0,0,Low
sector 109,house,12.0,5.0,6.0,7000.0,1,1,High
dlf phase,house,13.5,5.0,6.0,3618.0,0,0,Medium
surat nagar,house,0.62,3.0,3.0,900.0,0,0,Low
sector 33,flat,1.3,2.0,2.0,1095.0,0,1,Low
sector 69,flat,1.46,3.0,3.0,1428.0,0,0,High
sector 11,house,0.44,3.0,2.0,128.0,0,0,Low
sector 2,house,0.7,1.0,1.0,900.0,0,0,Low
sector 65,flat,3.2,4.0,3.0,3150.0,1,0,Low
dlf phase,house,10.0,8.0,10.0,3915.0,0,0,Low
sector 70,flat,1.55,3.0,3.0,1527.0,1,1,Low
dlf phase,flat,6.0,4.0,4.0,2556.0,1,0,High
sector 28,flat,5.5,4.0,5.0,3406.0,1,0,Low
sector 102,flat,1.77,3.0,3.0,1653.0,0,0,High
sector 107,flat,0.9,2.0,2.0,1281.0,0,1,Medium
sector 106,flat,1.4,3.0,4.0,1593.0,1,1,Medium
sector 85,flat,1.2,3.0,4.0,1650.0,1,0,Low
sector 95,flat,0.4,2.0,2.0,660.0,0,0,Low
sector 70,flat,1.75,3.0,4.0,1950.0,1,0,Low
sector 65,flat,2.1,2.0,2.0,1186.0,0,0,Medium
sector 56,flat,1.35,3.0,3.0,1800.0,0,0,Medium
sector 102,flat,1.9,3.0,4.0,1605.0,1,0,Medium
sector 70,flat,1.65,3.0,4.0,1527.0,1,0,Low
sector 70a,house,0.92,2.0,3.0,1319.0,0,0,High
sector 102,flat,1.76,3.0,3.0,1531.0,0,0,Medium
sector 56,flat,1.54,3.0,4.0,1900.0,1,0,Medium
sector 86,flat,1.5,3.0,3.0,1550.0,0,0,High
sohna road,flat,0.95,2.0,2.0,1129.0,0,1,Medium
sector 36,flat,0.72,3.0,2.0,978.0,0,0,Low
sector 48,flat,1.86,3.0,3.0,2199.0,1,0,Medium
sector 83,flat,3.15,5.0,7.0,3200.0,1,0,High
dlf phase,house,5.8,4.0,3.0,1800.0,0,0,Low
sector 74,flat,1.55,2.0,2.0,1300.0,0,0,Medium
sector 40,house,5.0,9.0,9.0,2367.0,1,0,Medium
sector 70,flat,1.13,3.0,3.0,1457.0,0,0,Low
sector 99a,flat,1.13,3.0,5.0,1790.0,1,0,Low
sector 2,house,4.0,4.0,4.0,2400.0,1,0,Low
sector 1,flat,0.95,3.0,4.0,2232.0,1,0,Medium
sector 82,flat,0.94,2.0,2.0,1299.0,0,1,Medium
sector 69,house,0.8,1.0,1.0,763.0,0,0,Low
sector 92,flat,0.9,3.0,2.0,1240.0,0,0,Medium
sector 91,flat,1.8,4.0,4.0,2604.0,1,0,Medium
sector 85,flat,1.83,3.0,4.0,1925.0,0,0,Low
sector 37d,flat,0.98,3.0,3.0,1675.0,0,0,High
dlf phase,house,4.5,5.0,3.0,1350.0,0,0,Low
sector 65,flat,4.6,3.0,3.0,1717.06,1,1,Medium
sector 109,flat,1.75,3.0,4.0,1946.0,1,0,Medium
sector 81,flat,0.49,2.0,2.0,700.0,0,0,Medium
sector 37d,house,2.5,5.0,5.0,1900.0,0,0,Low
sector 4,house,0.8,2.0,3.0,675.0,0,0,Low
sector 33,house,11.75,5.0,7.0,4518.0,1,0,Medium
sector 52,house,2.25,3.0,3.0,1800.0,1,0,Low
sector 105,house,0.6,3.0,4.0,540.0,0,0,Low
gwal pahari,flat,1.53,3.0,3.0,1589.0,0,0,Medium
sector 90,flat,0.92,3.0,4.0,1493.0,1,0,Medium
sector 79,flat,0.8,2.0,2.0,1688.0,0,1,Low
sector 33,flat,0.95,2.0,2.0,1253.0,0,0,Low
dlf phase,house,7.3,9.0,9.0,5800.0,1,0,Medium
sector 70,flat,2.1,4.0,5.0,2114.0,1,0,Medium
sector 49,flat,0.8,1.0,1.0,720.0,0,0,Low
sector 48,house,22.0,5.0,6.0,9000.0,1,0,Medium
sector 50,flat,2.92,3.0,3.0,2600.0,1,0,High
sector 70a,house,4.6,4.0,4.0,2610.0,1,1,Medium
sector 81,flat,2.3,3.0,4.0,2280.0,1,0,Low
sohna road,flat,0.42,2.0,2.0,564.0,0,0,Medium
sector 85,flat,2.0,3.0,4.0,2179.0,1,0,Low
sector 50,house,12.0,5.0,6.0,3240.0,0,0,Medium
sector 8,house,0.82,2.0,3.0,900.0,0,0,Low
sohna road,house,1.5,2.0,3.0,1053.0,0,1,Medium
sector 2,house,5.2,4.0,5.0,5200.0,0,0,Low
sector 56,flat,1.85,3.0,4.0,2278.0,1,0,Medium
sector 89,flat,0.8,2.0,3.0,1502.0,0,1,Medium
sector 103,flat,0.88,2.0,2.0,1232.0,0,0,Medium
sector 85,flat,0.9,3.0,3.0,1402.0,0,0,Medium
sohna road,flat,0.28,2.0,2.0,500.0,0,0,Low
sector 85,flat,1.11,2.0,2.0,1630.0,0,0,High
sector 2,flat,1.55,3.0,4.0,1738.0,1,0,Medium
sector 46,house,3.55,5.0,4.0,1449.0,1,0,Medium
sector 86,flat,1.59,3.0,3.0,1700.0,0,0,High
sector 95,flat,0.56,2.0,2.0,1364.0,0,0,Low
sector 78,flat,0.8,3.0,2.0,1472.0,0,0,Medium
sector 49,flat,2.35,3.0,3.0,2030.0,0,0,Low
sector 104,flat,2.52,4.0,4.0,2800.0,1,0,High
sector 85,flat,1.38,3.0,4.0,1616.0,1,0,Medium
sector 95,flat,0.45,2.0,2.0,571.0,0,0,Low
sector 48,house,7.65,4.0,4.0,4000.0,1,1,Low
sector 104,flat,2.25,3.0,4.0,2303.0,1,0,High
sector 91,flat,2.0,4.0,4.0,2468.0,1,1,Medium
sector 82a,flat,0.75,2.0,2.0,1000.0,0,0,Low
sector 102,flat,0.48,2.0,2.0,582.0,0,0,High
sector 108,flat,1.68,3.0,3.0,1338.0,1,1,Medium
sector 33,flat,2.2,3.0,3.0,1900.0,1,0,Low
sector 93,house,1.3,3.0,2.0,1152.0,0,0,Medium
sector 65,flat,2.9,4.0,4.0,1975.07,1,1,High
sector 66,flat,3.5,3.0,3.0,2200.0,0,1,Medium
sector 69,flat,1.29,3.0,3.0,1419.0,0,0,Medium
sector 14,house,6.5,4.0,4.0,3150.0,0,0,Low
sohna road,flat,0.35,2.0,2.0,556.0,0,0,Low
sector 43,flat,3.25,4.0,4.0,3115.0,0,0,Medium
sector 2,house,0.4,3.0,4.0,900.0,0,0,Low
sector 83,flat,1.15,3.0,2.0,1588.0,0,0,Low
sector 92,flat,0.95,4.0,5.0,1717.0,1,0,Low
sector 49,flat,1.72,3.0,3.0,2444.0,0,0,Medium
sector 108,flat,2.95,3.0,4.0,2003.12,0,0,Low
sector 67a,flat,1.85,3.0,4.0,1941.0,0,1,High
sector 28,flat,1.0,1.0,1.0,995.0,0,1,Medium
sector 65,flat,2.65,2.0,2.0,1433.05,0,1,Low
sector 108,flat,0.87,2.0,3.0,978.0,1,0,Medium
sector 92,flat,0.6,2.0,2.0,1195.0,0,0,Low
manesar,flat,0.75,3.0,4.0,2717.0,1,0,Low
sector 89,flat,1.16,3.0,3.0,1581.0,0,1,Medium
sector 65,flat,2.4,3.0,3.0,1600.0,1,1,Low
sector 70,flat,1.23,2.0,2.0,1222.0,0,1,Low
sector 79,flat,1.3,3.0,3.0,1176.0,0,0,Medium
c block,house,14.0,9.0,9.0,3510.0,1,0,Low
sector 65,flat,2.15,2.0,2.0,1433.0,0,0,Low
sector 109,house,10.0,4.0,5.0,3600.0,1,1,Low
sector 92,flat,0.5,3.0,3.0,579.0,0,0,Low
sector 61,flat,1.47,2.0,2.0,1278.0,0,1,Low
sushant lok,house,3.3,1.0,1.0,1242.0,0,0,Low
sector 81,flat,0.39,2.0,2.0,667.0,0,0,Low
sector 66,flat,1.5,2.0,3.0,1330.0,1,0,Medium
dlf phase,house,2.6,4.0,4.0,1080.0,0,1,Low
dlf phase,house,6.5,3.0,9.0,1935.0,1,1,Medium
sector 78,flat,1.2,1.0,2.0,822.0,0,0,Low
sector 37c,flat,0.55,1.0,1.0,669.0,0,0,Low
sector 113,flat,1.83,2.0,2.0,1310.0,0,0,Medium
sector 70,flat,5.0,6.0,7.0,5333.0,1,1,Medium
manesar,house,2.0,3.0,1.0,1337.0,0,0,Low
sector 108,flat,2.0,4.0,4.0,2500.0,1,0,High
sector 79,flat,1.0,2.0,2.0,1300.0,0,1,Low
sector 69,flat,0.62,2.0,2.0,536.0,0,0,Medium
sector 82,flat,0.63,2.0,2.0,1026.0,0,1,Medium
sector 2,house,1.15,3.0,3.0,594.0,0,0,Low
sector 12,flat,0.6,3.0,3.0,1178.0,0,0,Low
sector 90,flat,1.75,4.0,4.0,2468.0,1,0,Medium
sector 37c,flat,1.43,3.0,3.0,1845.0,1,1,Low
sohna road,flat,0.21,1.0,1.0,484.0,0,0,Low
sector 108,flat,2.4,2.0,2.0,1250.0,0,0,Medium
sector 48,house,7.69,4.0,5.0,3195.0,1,1,Medium
sector 77,flat,1.25,3.0,4.0,1611.0,1,0,Medium
sector 113,flat,2.48,3.0,3.0,1980.0,1,0,Medium
dlf phase,house,10.5,4.0,4.0,3618.0,1,0,Medium
sector 22,flat,4.3,3.0,4.0,2600.0,1,0,Medium
sector 61,flat,2.6,3.0,3.0,1765.94,0,0,Low
sector 66,house,8.8,4.0,4.0,2114.6,1,0,Medium
sector 92,flat,0.75,3.0,2.0,1556.0,0,0,Low
sohna road,flat,0.73,2.0,2.0,978.0,0,0,Low
sector 79,flat,1.3,2.0,4.0,1223.0,0,0,Medium
sector 36a,flat,0.75,2.0,2.0,856.0,0,0,Low
sector 33,flat,1.1,2.0,2.0,1533.0,0,0,Medium
sector 84,flat,1.5,3.0,3.0,1833.0,1,0,Low
sector 90,flat,1.6,4.0,4.0,2139.0,1,0,Medium
sector 33,flat,1.31,2.0,2.0,84.0,0,0,Medium
sector 2,flat,1.51,3.0,4.0,1738.0,1,0,Medium
sector 85,flat,1.09,2.0,2.0,1475.0,0,0,Low
sector 7,house,1.16,2.0,4.0,1102.0,0,0,Low
south city,flat,2.75,3.0,3.0,1640.03,0,0,Medium
sector 37c,flat,1.5,3.0,4.0,2134.0,1,0,Medium
sector 82a,flat,1.85,3.0,3.0,1668.0,0,0,Low
sohna road,flat,0.88,2.0,2.0,1016.0,0,0,Medium
sector 89,flat,1.55,3.0,2.0,1403.0,0,0,Medium
sector 110,flat,4.49,5.0,5.0,3511.0,1,0,High
sector 84,flat,0.88,3.0,3.0,1652.0,0,0,Medium
sector 85,flat,1.93,3.0,4.0,2400.0,1,0,High
sector 67,flat,2.65,3.0,3.0,2047.12,0,0,High
sector 66,house,11.0,5.0,6.0,3240.0,1,1,High
sector 113,flat,6.0,5.0,6.0,7294.0,0,0,Medium
sohna road,flat,0.27,2.0,2.0,640.0,0,0,Low
sector 11,flat,0.36,2.0,2.0,699.0,0,0,Low
dlf phase,flat,2.09,3.0,3.0,1294.0,0,0,Medium
sector 109,flat,1.3,3.0,2.0,1701.0,0,0,Medium
sector 3,house,0.4,2.0,4.0,450.0,0,0,Low
sector 65,flat,2.5,3.0,3.0,1493.0,1,1,Low
gwal pahari,flat,0.95,3.0,3.0,1778.0,0,0,Low
sector 4,house,0.5,2.0,2.0,450.0,1,1,Low
sector 3,house,0.5,2.0,1.0,900.0,0,0,Low
sector 70a,flat,2.4,3.0,3.0,1946.0,1,0,Medium
sector 2,house,6.0,4.0,4.0,3000.0,0,0,Low
sector 52,house,5.5,9.0,9.0,2700.0,1,0,Low
sector 99,flat,0.92,2.0,2.0,1235.0,0,0,Medium
sector 104,flat,1.16,3.0,4.0,2018.0,1,0,Medium
sector 70a,flat,1.66,3.0,3.0,1900.0,1,0,Medium
sector 28,flat,7.0,4.0,3.0,2488.0,1,0,Low
sector 89,flat,0.86,2.0,3.0,1226.0,1,1,Medium
sector 103,flat,1.35,3.0,3.0,1620.0,0,1,High
dlf phase,house,10.0,5.0,5.0,9500.0,1,0,Low
sector 92,flat,0.7,2.0,2.0,1217.0,0,1,Low
c block,house,1.85,2.0,8.0,60.0,0,0,Medium
sector 85,flat,1.2,2.0,2.0,1484.0,0,0,High
sector 82,house,6.5,4.0,3.0,3240.0,0,0,Low
dlf phase,house,18.0,5.0,4.0,4518.0,1,1,Medium
sector 47,house,4.6,2.0,6.0,1728.0,0,0,Medium
sector 95,flat,0.8,2.0,2.0,713.0,0,1,Medium
a block,house,2.55,3.0,3.0,1935.0,0,0,Medium
sector 102,flat,1.85,3.0,3.0,2250.0,1,0,Medium
sector 65,flat,6.15,3.0,3.0,3027.0,1,1,Medium
sushant lok,house,1.95,3.0,4.0,1935.0,1,0,Medium
sector 60,flat,2.5,2.0,3.0,1403.0,0,1,Medium
sector 90,flat,0.8,2.0,3.0,1350.0,0,0,Medium
sector 109,flat,1.7,1.0,1.0,965.0,0,0,Low
sector 90,flat,0.65,2.0,2.0,1222.0,0,1,Medium
sector 107,flat,1.4,3.0,4.0,2137.0,1,0,Medium
sector 86,flat,0.42,2.0,2.0,557.0,1,1,Medium
sector 104,flat,0.98,3.0,3.0,1490.0,0,0,Medium
sector 50,house,11.0,4.0,4.0,2700.0,1,0,Medium
sector 85,flat,1.1,2.0,2.0,1173.0,0,1,Medium
sector 33,flat,2.0,3.0,3.0,1619.0,0,0,Low
sector 102,flat,1.35,2.0,2.0,1230.0,0,0,Medium
sector 79,flat,2.69,3.0,4.0,2152.0,1,0,Low
sector 78,flat,0.6,2.0,2.0,1625.0,0,0,Low
sector 39,house,1.6,1.0,1.0,892.0,0,0,Low
sector 108,flat,1.55,3.0,3.0,1750.0,1,0,High
sector 102,flat,2.61,3.0,3.0,2200.0,1,1,Low
south city,house,16.0,6.0,7.0,4500.0,1,0,Medium
sector 81,flat,3.46,4.0,4.0,2599.0,1,0,High
sector 56,flat,2.0,4.0,4.0,2081.0,0,0,Low
sector 3,house,0.85,1.0,1.0,1000.0,0,0,Low
sector 56,house,4.0,4.0,4.0,1503.0,0,0,Low
sector 89,flat,1.33,3.0,3.0,1423.0,0,1,Medium
sector 65,flat,1.75,3.0,3.0,1081.0,1,0,Medium
sohna road,flat,0.28,1.0,1.0,443.0,0,0,Low
sector 2,house,2.95,4.0,4.0,1845.0,0,0,Low
sector 62,flat,7.56,4.0,4.0,4200.0,1,0,Medium
sector 68,flat,1.1,2.0,2.0,1244.0,0,0,Medium
sector 38,house,3.9,6.0,6.0,1836.0,1,1,Low
dlf phase,house,19.0,6.0,8.0,4500.0,1,1,Medium
dlf phase,house,10.55,5.0,6.0,2700.0,1,1,Medium
sector 79,flat,1.4,2.0,2.0,1556.0,1,1,Medium
sector 86,flat,0.5,2.0,2.0,578.0,0,0,Low
new gurgaon,flat,0.67,2.0,2.0,1086.0,0,0,Low
sector 79,flat,1.18,2.0,2.0,1252.0,0,0,High
sector 58,flat,4.85,4.0,5.0,3182.0,1,1,Low
sector 109,house,5.65,4.0,4.0,5400.0,1,0,Low
sector 66,flat,2.8,3.0,3.0,1950.13,1,1,Medium
sector 84,flat,0.27,1.0,1.0,387.0,0,0,Low
sohna road,flat,0.25,2.0,2.0,534.0,0,0,Medium
sector 104,flat,1.25,3.0,4.0,1669.0,1,0,Medium
sector 102,flat,2.0,3.0,3.0,1676.0,0,0,Low
sector 81,flat,0.48,2.0,2.0,613.0,0,0,Medium
sector 3,house,0.6,1.0,1.0,1000.0,0,0,Low
sector 95,flat,0.41,2.0,2.0,670.0,0,1,Medium
sector 83,flat,0.6,2.0,2.0,990.0,0,0,High
sector 99a,flat,0.32,2.0,2.0,577.0,0,0,Low
sector 36a,flat,0.45,1.0,1.0,452.0,0,0,Low
sector 79,flat,1.25,3.0,3.0,1656.0,0,0,Low
sector 83,flat,0.87,2.0,2.0,1127.0,0,0,Low
sushant lok,house,11.5,7.0,8.0,9000.0,1,0,Low
sector 54,house,3.75,4.0,4.0,1440.0,1,0,Low
sector 33,flat,1.65,3.0,3.0,2218.0,1,0,Low
sector 81,flat,3.0,4.0,5.0,2882.0,1,0,Medium
sector 92,flat,0.7,3.0,3.0,1572.0,0,0,Low
sector 52,flat,1.5,4.0,4.0,1484.0,0,0,Medium
sector 3,house,0.5,2.0,3.0,450.0,0,0,Low
sector 103,flat,1.01,2.0,2.0,1338.0,0,0,High
sector 89,flat,0.85,2.0,2.0,1226.0,0,1,Low
sector 85,flat,1.99,3.0,4.0,2398.0,1,0,High
sector 104,flat,0.22,1.0,2.0,334.0,0,0,Medium
sector 86,flat,1.93,3.0,4.0,2068.0,1,0,Medium
sector 14,house,7.5,3.0,3.0,4518.0,1,1,Low
sector 1,flat,0.75,3.0,3.0,1914.0,1,0,Low
sector 68,flat,0.92,2.0,2.0,1127.0,0,0,Medium
sector 88a,flat,0.95,2.0,2.0,1452.0,0,0,Medium
sector 69,flat,1.92,4.0,4.0,1389.0,0,0,High
sector 104,flat,0.26,1.0,1.0,301.0,0,0,Medium
sector 15,house,7.2,3.0,3.0,3231.0,0,0,Medium
sector 2,house,0.4,2.0,2.0,583.0,0,0,Low
sector 82,flat,1.0,2.0,2.0,1299.0,0,1,Medium
sector 70a,flat,1.2,2.0,2.0,1285.0,0,0,Low
sector 104,flat,2.78,4.0,4.0,2851.0,1,0,Medium
sector 33,flat,1.7,3.0,3.0,1697.0,0,0,Low
sector 2,flat,0.6,1.0,1.0,665.0,0,0,Medium
sector 81,flat,2.4,3.0,4.0,1903.0,1,0,High
sector 90,flat,1.25,3.0,3.0,1437.0,1,0,Medium
sector 107,flat,1.2,3.0,3.0,1750.0,0,0,Low
sector 39,flat,2.0,5.0,4.0,3556.0,1,0,Low
sector 49,flat,0.87,1.0,1.0,500.0,0,0,Low
sector 86,flat,1.55,4.0,4.0,2038.0,1,0,Medium
sector 72,flat,5.0,4.0,4.0,4500.0,1,1,High
sector 81,flat,0.82,2.0,2.0,955.0,0,0,Medium
sector 89,flat,1.25,3.0,3.0,1288.0,0,0,Low
sector 70,flat,1.15,2.0,2.0,1222.0,0,1,Low
sector 26,house,5.8,4.0,4.0,4518.0,0,0,Low
sector 90,flat,0.7,2.0,2.0,1176.0,0,1,Low
sector 4,flat,1.05,3.0,2.0,1500.0,0,0,Low
sector 57,house,3.75,3.0,4.0,1620.0,1,1,Low
sector 4,house,3.2,3.0,3.0,2250.0,0,0,Low
sector 37c,flat,0.9,3.0,3.0,1537.0,0,0,Medium
sohna road,flat,0.35,2.0,2.0,616.0,0,0,Medium
sector 65,flat,2.85,4.0,4.0,2194.0,1,1,Low
sector 50,flat,6.75,4.0,4.0,3395.0,0,0,Low
sector 56,flat,2.45,4.0,4.0,2900.0,0,0,Medium
sector 103,flat,2.4,4.0,6.0,2456.0,1,0,High
dlf phase,house,18.9,6.0,8.0,4518.0,1,1,Medium
sector 65,flat,2.29,3.0,4.0,1833.0,1,1,High
sector 3,flat,1.2,2.0,2.0,1307.0,0,0,Medium
sector 103,flat,1.15,2.0,2.0,1080.0,0,1,High
sector 81,flat,3.45,4.0,4.0,2527.0,1,0,Medium
sector 84,flat,0.85,2.0,2.0,1158.0,0,0,Low
sector 7,house,1.95,2.0,2.0,1440.0,0,0,Low
sector 113,flat,2.35,3.0,3.0,2210.0,1,0,High
sohna road,flat,0.39,2.0,2.0,720.0,0,0,Low
sector 89,flat,1.85,3.0,3.0,1946.0,1,0,Low
sector 37d,flat,1.1,3.0,3.0,1500.0,0,0,Low
sector 89,flat,1.0,2.0,2.0,1230.0,0,1,Low
sohna road road,house,0.49,2.0,2.0,1150.0,0,0,Low
sector 109,house,7.0,4.0,4.0,5400.0,0,0,Medium
sector 89,flat,0.97,2.0,2.0,1371.0,0,1,Low
sector 91,flat,1.5,3.0,4.0,1786.0,1,1,Medium
sector 110,flat,3.4,4.0,5.0,3000.0,1,0,High
sector 12,house,6.0,4.0,6.0,1710.0,0,0,Low
sector 79,flat,0.78,2.0,2.0,1172.0,0,0,Low
sector 36,flat,0.24,1.0,1.0,458.0,0,0,Medium
sector 70a,house,5.25,5.0,4.0,2610.0,1,0,Low
sector 84,flat,0.49,2.0,2.0,1018.0,0,0,Medium
sector 79,flat,0.96,2.0,2.0,1012.0,0,0,Low
sector 56,flat,1.35,3.0,2.0,1275.0,0,0,High
sector 45,house,8.5,5.0,4.0,3240.0,1,0,Low
sector 85,flat,1.06,2.0,2.0,1512.0,0,0,Low
sector 109,flat,1.75,3.0,3.0,1550.0,0,0,Low
sector 48,flat,1.6,3.0,3.0,1895.0,0,0,Low
sector 109,house,6.25,5.0,7.0,6228.0,1,1,Medium
sector 102,flat,1.1,2.0,2.0,915.0,0,0,Low
sector 52,flat,1.45,3.0,3.0,1800.0,0,0,Medium
sector 37d,flat,1.1,3.0,3.0,1561.0,0,0,Medium
sector 70a,flat,1.27,2.0,2.0,1449.0,0,0,Medium
sector 76,flat,1.9,3.0,3.0,1513.0,0,0,Medium
sector 81,flat,1.45,3.0,3.0,1650.0,0,0,Medium
sector 108,flat,1.2,3.0,2.0,1550.0,1,0,High
sector 107,flat,0.5,3.0,2.0,717.0,0,0,Low
sector 53,flat,4.8,3.0,4.0,2500.0,1,0,High
mehrauli gurgaon,flat,2.2,3.0,4.0,1956.0,0,0,Low
sohna road road,flat,0.69,2.0,2.0,1350.0,0,0,Low
sohna road,flat,0.35,2.0,2.0,694.0,0,0,Medium
sector 28,flat,6.0,3.0,3.0,2983.0,1,0,Low
sector 26,house,5.5,4.0,4.0,1800.0,1,1,Medium
sector 72,flat,3.3,3.0,4.0,2185.14,1,0,High
sector 38,house,4.3,3.0,9.0,1494.0,0,0,Low
sector 70a,flat,1.55,3.0,3.0,1600.0,1,1,Low
sector 7,flat,0.5,2.0,2.0,824.0,0,0,Low
dlf phase,house,16.0,4.0,4.0,4500.0,0,1,Low
sector 109,house,5.9,4.0,5.0,2430.0,1,0,Medium
surat nagar,house,0.48,2.0,2.0,795.0,0,1,Low
sector 50,flat,1.8,3.0,4.0,1870.0,1,0,High
sector 92,flat,0.56,3.0,1.0,1316.0,0,0,Medium
sector 102,flat,1.82,3.0,4.0,1757.0,1,0,Medium
sector 99,flat,0.72,2.0,2.0,784.0,0,0,Low
sohna road,flat,0.75,2.0,2.0,1081.0,0,0,Medium
sector 85,flat,0.72,3.0,3.0,1350.0,0,0,Low
sector 91,flat,0.95,2.0,2.0,1186.0,0,0,Medium
sector 53,flat,6.5,3.0,4.0,2683.0,0,1,Medium
sector 85,flat,1.77,3.0,4.0,1450.0,1,0,Medium
sohna road,flat,0.32,2.0,2.0,577.0,0,0,Low
sector 65,flat,2.86,3.0,3.0,2267.0,1,0,Low
sector 86,flat,0.41,2.0,2.0,668.0,0,0,Medium
sector 50,house,7.0,4.0,4.0,3400.0,1,0,Medium
sector 70,flat,1.15,2.0,2.0,1500.0,0,1,Medium
sector 54,house,3.51,4.0,4.0,2844.0,1,0,Medium
sohna road,flat,0.32,2.0,2.0,644.0,0,0,Low
sohna road,flat,0.29,2.0,2.0,533.0,0,0,Medium
sector 7,flat,0.54,2.0,2.0,1000.0,0,0,Medium
sector 33,flat,1.27,2.0,2.0,1252.0,0,0,Low
sector 85,flat,2.0,3.0,4.0,2300.0,1,0,Low
sector 1,flat,0.86,3.0,3.0,1900.0,1,0,Medium
sector 102,flat,1.05,2.0,2.0,1017.0,0,0,Low
sector 70,flat,0.53,2.0,2.0,991.0,0,0,Low
sector 70,flat,1.1,2.0,2.0,1026.0,0,1,Low
dlf phase,flat,0.9,4.0,2.0,1382.0,0,0,Low
sector 108,flat,0.95,3.0,3.0,1649.0,0,0,Medium
sohna road,flat,0.35,2.0,2.0,527.0,0,0,Medium
sector 109,house,6.0,4.0,5.0,2430.0,1,0,Medium
sector 108,flat,1.25,3.0,2.0,1991.0,0,0,Medium
sector 102,flat,1.3,3.0,3.0,1314.0,1,0,Medium
