sector,property_type,price,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 107,flat,1.8,2361.28,3.0,4.0,3+,2.0,Relatively New,1837.0,0,0,1,0,0,0,129,787.0933333333334
sector 56,flat,2.05,2600.2,4.0,4.0,3+,7.0,Old Property,2600.0,0,0,0,1,0,2,120,650.05
sector 89,house,1.25,1423.0,3.0,3.0,2.0,1.0,Under Construction,1423.0,1,0,0,0,1,0,45,474.3333333333333
sector 83,flat,1.35,1095.33,3.0,3.0,3,7.0,Relatively New,1387.0,0,0,1,0,0,0,24,365.11
sector 113,flat,1.38,1150.0,2.0,2.0,3,8.0,New Property,1350.0,0,0,0,0,1,0,174,575.0
sector 65,flat,1.99,1260.05,2.0,2.0,2,26.0,Under Construction,1140.0,0,0,0,0,0,0,48,630.025
sector 69,flat,1.31,1538.1,3.0,3.0,2,12.0,Relatively New,1392.0,0,1,0,0,0,2,174,512.6999999999999
sohna road,flat,0.35,658.02,2.0,2.0,2,18.0,New Property,658.0,0,0,0,0,0,0,15,329.01
new palam,flat,0.22,500.0,2.0,2.0,1,1.0,New Property,556.0,0,0,0,0,0,2,0,250.0
sector 71,flat,0.95,1199.95,2.0,2.0,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0,599.975
sector 56,flat,1.99,1800.09,4.0,4.0,3+,4.0,Old Property,2000.0,1,1,0,0,0,2,105,450.0225
manesar,flat,0.5,1299.71,2.0,2.0,0,7.0,Under Construction,1300.0,0,0,0,0,0,0,0,649.855
sector 67,flat,0.95,871.96,1.0,1.0,1,17.0,Relatively New,826.0,0,0,0,0,0,0,49,871.96
sector 92,flat,0.75,1580.61,3.0,3.0,3,2.0,Relatively New,1415.0,1,0,0,0,0,2,49,526.87
sector 12,house,0.35,360.0,2.0,1.0,0,2.0,Old Property,360.0,0,0,0,0,0,0,0,180.0
sector 2,flat,1.59,1920.06,3.0,4.0,3+,11.0,Moderately Old,1738.0,0,0,1,0,0,0,100,640.02
sector 3,house,1.5,3000.0,6.0,1.0,0,1.0,New Property,3000.0,0,0,0,0,0,0,0,500.0
sohna road,flat,0.27,586.96,2.0,2.0,2,5.0,New Property,521.0,0,0,0,0,0,0,42,293.48
sector 47,flat,2.45,2290.15,3.0,4.0,2,1.0,Old Property,2544.0,0,0,0,0,1,2,42,763.3833333333333
sushant lok,house,11.0,4050.1,5.0,6.0,3+,3.0,New Property,4050.1,0,1,1,0,0,2,160,810.02
sector 70a,flat,1.68,1976.01,3.0,3.0,3+,5.0,New Property,1900.0,0,0,1,0,0,0,141,658.67
sohna road,flat,0.27,621.4,2.0,2.0,2,10.0,Relatively New,619.0,0,0,0,0,0,0,43,310.7
sector 81,flat,2.4,2103.05,3.0,3.0,3+,12.0,Relatively New,1650.0,0,0,1,0,0,1,49,701.0166666666668
sector 47,flat,2.4,2086.05,3.0,4.0,3+,10.0,Moderately Old,1916.0,0,0,1,0,0,0,103,695.35
sector 113,flat,3.35,2000.0,3.0,4.0,3+,12.0,New Property,2200.0,0,0,1,0,1,0,174,666.6666666666666
dlf phase,house,4.45,1264.7,4.0,4.0,3.0,3.0,Old Property,1264.7,0,0,0,0,0,0,25,316.175
sector 85,flat,1.2,1148.11,2.0,2.0,3+,2.0,Relatively New,1380.0,0,0,0,1,0,0,156,574.055
sector 90,flat,1.65,2215.06,4.0,4.0,3+,15.0,Relatively New,2214.0,0,0,0,0,0,0,158,553.765
sector 90,flat,0.86,1375.12,3.0,4.0,3,0.0,Relatively New,1525.0,0,0,1,0,0,2,84,458.3733333333333
sector 86,flat,0.44,601.01,2.0,2.0,2,6.0,Relatively New,668.0,0,0,0,0,0,2,63,300.505
sector 81,flat,2.25,2103.0,3.0,3.0,3+,11.0,Relatively New,1600.0,1,1,1,0,1,1,49,701.0
sector 43,flat,2.5,2450.02,4.0,4.0,3+,4.0,Moderately Old,2722.0,0,0,1,0,0,0,26,612.505
sector 86,flat,0.6,750.0,3.0,2.0,2,2.0,New Property,833.0,0,0,0,0,0,0,13,250.0
sector 77,flat,1.79,2025.12,3.0,3.0,3,1.0,New Property,1600.0,0,0,1,0,0,2,49,675.04
sector 3,flat,0.55,850.08,2.0,2.0,1,4.0,Relatively New,778.0,0,0,0,0,1,2,69,425.04
sector 83,flat,1.42,1775.0,3.0,3.0,2,2.0,Relatively New,1972.0,0,0,0,0,0,2,113,591.6666666666666
sector 17b,house,8.5,4517.9,4.0,4.0,2.0,2.0,Old Property,4517.9,0,1,1,0,1,2,21,1129.475
sector 79,flat,1.9,2111.11,3.0,4.0,2,11.0,New Property,2389.0,0,0,1,0,0,0,49,703.7033333333334
sector 28,house,2.1,900.0,2.0,8.0,3+,4.0,Moderately Old,900.0,1,0,0,0,0,2,38,450.0
sector 7,house,0.27,225.0,2.0,2.0,1.0,2.0,Moderately Old,225.0,0,0,0,0,0,0,12,112.5
dlf phase,house,4.45,1350.0,4.0,3.0,3+,2.0,Moderately Old,1350.0,0,0,0,1,0,0,79,337.5
sector 104,flat,1.35,1411.4,3.0,2.0,2,18.0,New Property,1093.0,0,0,0,0,0,0,49,470.4666666666667
sector 109,flat,1.75,2150.14,3.0,4.0,3+,7.0,Relatively New,1797.0,0,0,1,0,0,0,165,716.7133333333333
sector 2,flat,0.95,1415.16,2.0,2.0,3,1.0,Moderately Old,1281.0,0,0,0,0,0,2,82,707.58
sector 48,flat,6.25,2572.02,3.0,5.0,3+,5.0,Moderately Old,3200.0,0,0,1,0,0,2,49,857.34
sector 79,flat,1.0,1530.22,2.0,2.0,3,4.0,Relatively New,1700.0,0,0,0,0,1,0,24,765.11
sector 86,flat,1.28,1560.02,3.0,4.0,3+,12.0,Moderately Old,1740.0,0,1,1,0,0,0,96,520.0066666666667
sector 81,flat,2.34,2092.09,3.0,4.0,3+,14.0,Relatively New,1760.0,0,0,1,0,0,1,174,697.3633333333333
sector 72,flat,5.25,3355.06,4.0,4.0,3+,30.0,New Property,3000.0,0,0,1,0,0,2,174,838.765
sector 56,flat,0.58,605.05,1.0,1.0,1,1.0,Old Property,672.0,0,0,0,0,0,0,77,605.05
sector 37c,flat,0.95,1819.92,3.0,1.0,0,0.0,Relatively New,1820.0,0,0,0,0,0,0,0,606.64
sector 72,house,8.6,7000.4,4.0,5.0,3+,3.0,Relatively New,7000.0,0,0,0,0,0,2,30,1750.1
sector 109,house,5.85,2214.0,4.0,5.0,3+,2.0,Relatively New,2214.0,0,0,1,0,0,2,85,553.5
sector 48,house,7.8,3369.6,4.0,4.0,3+,2.0,Relatively New,3240.0,0,1,1,1,1,2,145,842.4
sector 69,flat,1.51,1578.01,3.0,3.0,2,0.0,Relatively New,1325.0,0,1,0,0,0,1,165,526.0033333333333
sushant lok,house,5.5,1935.0,1.0,1.0,0,1.0,Old Property,1935.0,1,0,0,0,0,0,12,1935.0
sector 63a,flat,3.7,2400.1,3.0,3.0,3+,1.0,Under Construction,2667.0,0,0,0,0,0,0,72,800.0333333333333
sector 67,flat,3.4,2358.16,3.0,4.0,3+,16.0,Relatively New,2134.0,0,0,1,0,0,2,158,786.0533333333333
sector 90,flat,1.26,1650.08,3.0,3.0,2,12.0,Relatively New,1650.0,1,0,0,0,0,0,8,550.0266666666666
sohna road,flat,0.54,830.0,2.0,2.0,1,2.0,Relatively New,922.0,0,0,0,0,0,0,16,415.0
sector 46,house,5.65,2367.0,8.0,6.0,3+,3.0,Moderately Old,2367.0,0,0,1,0,0,2,67,295.875
sector 3,house,0.95,1070.1,4.0,3.0,2.0,1.0,Old Property,1070.0,0,0,0,0,0,0,8,267.525
sector 61,flat,2.24,1549.1,3.0,3.0,2,3.0,New Property,1402.0,1,0,0,0,0,0,61,516.3666666666667
sector 65,flat,2.35,1450.08,3.0,3.0,3,2.0,Relatively New,1500.0,0,0,1,0,1,2,64,483.36
sector 104,flat,1.85,2290.17,3.0,4.0,3+,14.0,Relatively New,2072.0,0,1,1,1,1,0,117,763.39
sector 69,flat,2.0,2010.05,4.0,4.0,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,95,502.5125
sector 113,flat,1.5,1276.05,2.0,2.0,2,13.0,New Property,1155.0,0,0,0,0,0,0,60,638.025
sector 53,flat,5.0,2895.03,3.0,4.0,3+,8.0,Relatively New,2500.0,1,1,1,0,0,2,49,965.01
sector 31,house,4.6,1460.0,2.0,4.0,3+,3.0,Old Property,1460.0,1,0,0,0,0,0,8,730.0
sector 89,flat,1.6,1960.06,3.0,3.0,3,5.0,New Property,1774.0,0,0,0,0,0,0,58,653.3533333333334
sector 3,house,0.55,750.0,1.0,1.0,0,1.0,Old Property,750.0,0,0,0,0,0,0,0,750.0
sector 36a,flat,0.36,400.44,1.0,1.0,1,7.0,Relatively New,407.0,0,0,0,0,0,0,95,400.44
dlf phase,house,7.6,1960.8,2.0,9.0,3.0,4.0,Relatively New,1960.8,0,1,0,1,1,2,84,980.4
sector 48,house,4.95,2403.0,7.0,7.0,3+,2.0,Old Property,2403.0,0,1,1,1,1,2,145,343.2857142857143
sector 67a,flat,2.08,1727.0,3.0,3.0,2,6.0,Under Construction,1563.0,1,0,0,0,0,0,55,575.6666666666666
sector 70a,flat,1.2,1700.2,3.0,3.0,3+,2.0,Relatively New,1450.0,0,0,0,0,0,1,38,566.7333333333333
sector 82a,flat,2.7,2576.09,4.0,4.0,3+,18.0,Moderately Old,2576.09,0,0,1,0,0,0,38,644.0225
sector 109,flat,1.9,3055.15,4.0,4.0,3,8.0,Relatively New,2765.0,0,0,1,0,0,0,151,763.7875
sector 104,flat,1.75,2290.28,3.0,4.0,3+,11.0,Relatively New,2072.0,0,0,1,0,0,0,110,763.4266666666667
sector 89,flat,0.97,1103.02,2.0,2.0,3+,2.0,New Property,1103.0,0,0,0,0,0,0,49,551.51
sector 70,flat,1.6,1950.03,3.0,3.0,3,10.0,Relatively New,1527.0,1,1,1,0,1,0,43,650.01
sector 99a,flat,1.35,1996.75,3.0,5.0,3,6.0,New Property,1807.0,1,0,1,0,0,0,60,665.5833333333334
b block,house,8.49,2700.0,3.0,3.0,2.0,4.0,Relatively New,2700.0,0,1,1,0,0,2,21,900.0
sector 3,flat,0.8,1300.18,3.0,3.0,1,0.0,Old Property,1000.0,0,0,0,0,0,0,0,433.3933333333334
sector 23,flat,0.16,780.11,2.0,2.0,2,1.0,Moderately Old,706.0,0,0,0,0,0,0,0,390.055
sector 49,house,4.05,1950.0,3.0,3.0,3.0,2.0,Moderately Old,2000.0,0,0,1,1,0,0,46,650.0
sector 104,flat,0.2,300.98,1.0,1.0,1,3.0,Relatively New,301.0,0,0,0,0,0,0,67,300.98
sector 11,house,0.24,450.0,2.0,2.0,0,2.0,Relatively New,450.0,0,0,0,0,0,0,0,225.0
sector 6,house,0.5,360.0,2.0,3.0,3.0,3.0,Old Property,360.0,0,0,0,0,0,0,0,180.0
sector 95,flat,0.32,711.11,2.0,2.0,1,8.0,Relatively New,563.0,1,0,0,0,0,1,28,355.555
sector 112,flat,3.65,2964.59,3.0,4.0,3+,14.0,Relatively New,2225.0,0,0,1,0,0,2,150,988.1966666666668
sushant lok,house,3.6,1728.0,4.0,4.0,2.0,2.0,Old Property,1728.0,0,1,1,1,1,0,110,432.0
sector 105,house,0.74,1000.0,3.0,3.0,0,2.0,Relatively New,1000.0,0,0,0,0,0,0,0,333.3333333333333
sector 48,flat,15.0,6700.02,5.0,6.0,3+,17.0,Relatively New,7444.0,0,1,1,0,1,1,45,1340.004
sector 58,flat,2.2,1375.0,2.0,2.0,1,5.0,Relatively New,1528.0,0,1,0,0,0,2,49,687.5
sector 3,house,1.0,900.0,3.0,4.0,2.0,2.0,Relatively New,900.0,0,0,0,0,0,0,0,300.0
sector 109,flat,2.15,2095.11,3.0,4.0,3,9.0,Relatively New,1896.0,0,0,1,0,0,0,97,698.37
sector 77,flat,1.09,2025.27,3.0,4.0,3+,5.0,Relatively New,1833.0,1,0,1,0,0,2,167,675.09
sector 28,flat,2.2,1760.0,3.0,4.0,3+,3.0,Moderately Old,1956.0,0,0,1,0,0,1,0,586.6666666666666
sector 69,flat,0.6,600.0,2.0,1.0,1,12.0,Relatively New,667.0,0,0,0,0,0,0,23,300.0
sector 49,house,6.75,4500.0,5.0,4.0,2.0,2.0,New Property,4500.0,1,0,0,0,0,0,49,900.0
sector 109,house,8.48,3599.9,4.0,6.0,3+,3.0,New Property,3600.0,0,1,1,1,1,0,153,899.975
dlf phase,flat,2.35,1777.07,3.0,4.0,3,8.0,Old Property,1700.0,0,0,1,0,0,2,109,592.3566666666667
sector 103,flat,0.5,749.96,2.0,2.0,0,10.0,Relatively New,750.0,0,0,0,0,0,0,0,374.98
sector 79,flat,1.15,1534.15,3.0,3.0,3+,1.0,Under Construction,1200.0,0,0,0,0,1,0,51,511.3833333333334
sector 36a,flat,0.65,726.01,2.0,2.0,2,7.0,Relatively New,657.0,0,0,0,0,0,0,89,363.005
sector 31,house,3.5,1449.0,4.0,4.0,3.0,2.0,Old Property,1449.0,0,0,0,1,0,2,70,362.25
sector 10a,house,4.25,2367.0,4.0,3.0,2.0,1.0,Old Property,2367.0,0,0,0,0,0,0,0,591.75
dlf phase,house,18.4,11000.0,6.0,8.0,3+,4.0,Relatively New,12222.0,0,1,1,1,0,2,60,1833.3333333333333
sector 2,flat,1.36,1778.71,3.0,3.0,3+,5.0,Moderately Old,1611.0,0,0,0,0,0,0,84,592.9033333333333
sector 63a,flat,0.7,693.0,1.0,1.0,0,7.0,Under Construction,693.0,0,0,0,0,0,0,0,693.0
sector 112,flat,3.75,2802.06,3.0,5.0,3+,22.0,Relatively New,2536.0,0,0,1,0,0,2,49,934.02
dlf phase,house,12.5,3240.0,4.0,5.0,2.0,2.0,Moderately Old,3240.0,0,0,1,0,1,2,121,810.0
sector 84,flat,1.24,1918.02,3.0,3.0,3,8.0,Relatively New,1650.0,0,0,0,0,1,2,158,639.34
sector 2,house,0.35,540.0,2.0,2.0,0,1.0,New Property,600.0,0,0,0,0,0,0,0,270.0
sector 66,flat,4.6,2500.0,3.0,3.0,3,11.0,Relatively New,2882.0,0,1,1,1,1,0,131,833.3333333333334
sector 50,house,12.25,5850.0,5.0,7.0,3+,1.0,Relatively New,5850.0,1,1,1,0,1,2,160,1170.0
sector 3,house,1.5,1979.9,7.0,2.0,0,1.0,Old Property,1980.0,0,0,0,0,0,0,0,282.84285714285716
sector 103,flat,1.05,1791.5,2.0,2.0,3,1.0,Relatively New,1365.0,0,0,0,0,0,2,51,895.75
sector 31,flat,1.25,1080.01,2.0,2.0,2,2.0,Old Property,1200.0,0,0,0,0,0,0,28,540.005
sohna road,flat,0.26,481.75,2.0,2.0,1,5.0,Relatively New,534.0,0,0,0,0,0,0,95,240.875
sector 92,flat,1.0,2693.24,4.0,4.0,3,15.0,New Property,1828.0,0,0,0,0,0,0,31,673.31
sector 92,flat,0.78,700.05,2.0,2.0,3,2.0,Under Construction,846.0,1,0,0,0,0,0,24,350.025
sector 102,flat,0.95,914.96,2.0,2.0,2,14.0,Relatively New,915.0,0,0,0,0,0,0,0,457.48
sector 82a,flat,3.5,2606.11,5.0,5.0,3+,14.0,Relatively New,2896.0,0,0,0,0,1,1,49,521.222
sector 4,house,0.6,513.0,3.0,3.0,1.0,2.0,Old Property,57.0,1,0,0,0,0,0,0,171.0
sector 92,flat,0.68,1298.21,3.0,3.0,2,11.0,Relatively New,1442.0,0,1,0,0,0,0,100,432.7366666666667
sector 72,house,8.5,6300.0,5.0,6.0,3+,10.0,Relatively New,6300.0,0,1,1,1,1,2,145,1260.0
sector 77,flat,0.75,1342.16,2.0,2.0,2,8.0,Relatively New,1140.0,0,0,0,1,0,2,102,671.08
sector 50,flat,3.25,2537.08,3.0,4.0,3+,4.0,Old Property,2819.0,0,0,1,0,0,2,135,845.6933333333333
sector 90,flat,1.3,1930.22,3.0,3.0,3+,10.0,Relatively New,1929.0,0,1,1,0,0,2,129,643.4066666666666
sector 69,flat,0.6,525.99,2.0,1.0,1,11.0,Relatively New,584.0,0,0,0,0,0,0,0,262.995
dlf phase,flat,2.25,1550.01,3.0,3.0,2,16.0,Old Property,1700.0,0,0,1,0,0,0,89,516.67
sector 22,flat,1.65,1380.06,2.0,2.0,2,9.0,Relatively New,1200.0,1,1,0,0,0,1,133,690.03
sohna road,flat,0.72,1255.45,2.0,2.0,3,8.0,Relatively New,1404.0,0,0,0,0,0,0,153,627.725
sector 90,flat,1.15,1930.18,3.0,3.0,3+,9.0,Relatively New,1747.0,0,1,1,0,0,0,88,643.3933333333333
sector 102,flat,1.8,1889.17,3.0,4.0,3,17.0,Relatively New,1710.0,0,0,1,0,0,0,49,629.7233333333334
sector 79,flat,0.8,1294.92,2.0,2.0,3+,9.0,New Property,1172.0,1,0,0,0,0,0,24,647.46
sector 102,flat,1.35,1250.0,3.0,4.0,3+,9.0,Relatively New,1400.0,0,1,1,0,0,2,174,416.6666666666667
sector 65,flat,2.65,1650.06,3.0,3.0,3,5.0,Relatively New,1650.06,0,0,1,0,1,0,37,550.02
sector 90,flat,1.78,2213.93,4.0,4.0,3+,12.0,Relatively New,2005.0,0,0,0,0,0,0,61,553.4825
sector 107,flat,1.3,1457.07,3.0,3.0,3+,4.0,Relatively New,1554.0,0,1,0,0,0,2,174,485.69
sector 4,house,0.55,1350.0,3.0,3.0,2.0,2.0,Relatively New,1350.0,1,0,0,0,0,0,7,450.0
sector 61,flat,2.1,1527.27,3.0,2.0,3,3.0,Under Construction,1534.0,0,0,0,0,0,0,146,509.09
sector 84,flat,0.79,1725.27,3.0,3.0,3+,8.0,New Property,1561.0,0,0,0,0,0,0,24,575.09
sector 83,flat,0.84,1245.18,2.0,2.0,2,7.0,Moderately Old,1127.0,0,0,0,0,0,2,157,622.59
sector 106,flat,1.14,1900.0,3.0,4.0,3,8.0,Relatively New,1305.0,0,0,1,0,1,0,49,633.3333333333334
sector 112,flat,4.25,3763.06,3.0,5.0,2,15.0,Relatively New,3000.0,0,1,1,0,0,0,72,1254.3533333333332
sector 105,house,0.6,450.0,3.0,3.0,0,3.0,Relatively New,450.0,0,0,0,0,0,0,0,150.0
sector 61,flat,3.9,1174.38,3.0,4.0,3+,33.0,Under Construction,1174.38,0,0,1,0,0,0,158,391.46
sector 76,flat,1.08,1960.07,3.0,3.0,3,1.0,New Property,1774.0,0,0,1,0,0,0,58,653.3566666666667
sector 104,flat,2.3,2300.0,3.0,4.0,3+,15.0,New Property,2544.0,0,0,1,0,0,0,117,766.6666666666666
sohna road,flat,0.78,1264.18,2.0,2.0,2,3.0,Relatively New,1144.0,0,0,0,0,0,0,72,632.09
sector 107,flat,0.3,489.08,2.0,2.0,1,5.0,Relatively New,544.0,0,0,0,0,0,0,57,244.54
sector 37d,flat,1.35,1440.0,3.0,3.0,3+,3.0,Under Construction,1600.0,0,1,0,0,0,0,51,480.0
sector 79,flat,1.25,1383.05,2.0,2.0,3,1.0,Relatively New,1383.0,0,0,0,0,0,0,0,691.525
sector 69,flat,1.52,1578.07,3.0,3.0,2,4.0,Relatively New,1428.0,0,1,0,0,0,2,156,526.0233333333333
sector 70a,flat,0.85,930.08,2.0,2.0,2,5.0,Relatively New,842.0,0,0,0,0,0,2,45,465.04
sector 108,flat,0.7,1500.21,2.0,2.0,1,10.0,Moderately Old,1468.0,0,0,0,0,0,0,0,750.105
sector 48,house,4.75,2340.0,7.0,7.0,3.0,2.0,Moderately Old,2340.0,0,0,0,0,1,2,33,334.2857142857143
sector 102,flat,1.75,1942.07,3.0,4.0,3+,13.0,Relatively New,1757.0,0,0,1,0,0,2,94,647.3566666666667
sector 48,house,8.4,4000.0,4.0,5.0,3+,2.0,Moderately Old,4000.0,0,1,1,0,1,2,49,1000.0
sector 109,flat,1.38,2177.34,3.0,3.0,1,4.0,Moderately Old,2419.0,0,0,0,0,0,0,20,725.7800000000001
sector 2,flat,1.02,1415.09,2.0,2.0,3,11.0,Moderately Old,1281.0,0,0,0,0,0,0,92,707.545
sector 103,flat,0.5,800.0,2.0,2.0,2,10.0,Relatively New,698.0,0,0,0,0,0,0,8,400.0
sector 102,flat,1.9,1889.04,3.0,3.0,3+,9.0,Relatively New,2099.0,0,1,0,1,1,0,0,629.68
sector 9,house,0.6,558.0,2.0,2.0,1.0,1.0,Moderately Old,558.0,0,0,0,0,0,0,8,279.0
sector 86,flat,1.25,1690.1,3.0,2.0,1,11.0,New Property,1529.0,0,0,0,0,0,0,45,563.3666666666667
sector 95,flat,0.17,3125.0,1.0,1.0,1,12.0,Relatively New,3569.0,0,0,0,0,0,0,56,3125.0
sector 49,house,1.6,4573.8,4.0,4.0,3.0,4.0,New Property,540.0,0,0,0,0,0,2,27,1143.45
sector 2,house,5.6,3240.0,8.0,6.0,3+,2.0,Moderately Old,3240.0,0,1,1,1,1,0,0,405.0
sector 33,flat,1.4,650.01,3.0,3.0,3,2.0,Under Construction,588.0,0,0,0,0,0,0,54,216.67
sector 49,house,4.45,2880.1,6.0,6.0,3.0,3.0,Moderately Old,2880.0,0,1,1,1,1,1,152,480.01666666666665
sector 58,flat,2.2,1632.05,2.0,2.0,1,5.0,Relatively New,1432.0,0,0,0,0,1,2,94,816.025
sector 81,flat,0.48,598.06,2.0,2.0,1,14.0,Relatively New,547.0,0,0,0,0,0,2,14,299.03
sector 56,flat,1.59,1850.13,4.0,3.0,3+,3.0,Old Property,1900.0,1,0,0,0,0,2,33,462.5325
sector 38,house,3.5,1722.2,3.0,2.0,2.0,1.0,Moderately Old,1722.2,0,0,0,0,0,0,0,574.0666666666667
sector 65,flat,2.79,1969.23,3.0,3.0,3,26.0,New Property,1969.23,0,0,0,0,0,0,15,656.41
sector 90,flat,1.25,1447.09,3.0,4.0,3+,0.0,Old Property,1608.0,0,0,1,0,0,1,31,482.3633333333333
dlf phase,flat,4.25,3200.06,3.0,4.0,3+,3.0,Old Property,3201.0,0,0,1,1,0,2,131,1066.6866666666667
sector 70,flat,1.6,1950.03,3.0,5.0,3,6.0,Relatively New,1527.0,0,0,1,0,0,0,108,650.01
sector 61,flat,2.55,1630.02,3.0,3.0,2,4.0,New Property,1630.02,1,0,0,0,0,0,30,543.34
sector 81,flat,0.64,1216.5,2.0,2.0,3,12.0,Relatively New,1361.0,0,0,0,0,0,2,93,608.25
sector 109,flat,1.7,2545.29,3.0,3.0,3+,9.0,Relatively New,2303.0,0,0,1,0,0,0,159,848.43
dlf phase,house,4.25,1350.0,3.0,2.0,3.0,2.0,Old Property,1350.0,0,0,0,0,1,0,35,450.0
sushant lok,house,7.0,2700.0,5.0,5.0,3+,3.0,Relatively New,2700.0,0,1,1,0,1,2,41,540.0
sector 23,house,5.0,3078.1,4.0,4.0,2.0,2.0,Old Property,3078.0,0,0,0,0,0,0,7,769.525
sector 23,house,4.0,2499.4,3.0,3.0,2.0,2.0,Moderately Old,2430.0,0,0,1,0,0,2,115,833.1333333333333
sohna road,flat,0.7,1153.02,3.0,3.0,3,2.0,Relatively New,1281.0,0,1,0,0,0,0,152,384.34
sector 71,flat,0.79,1198.06,2.0,2.0,2,8.0,Relatively New,1084.0,1,0,0,0,0,0,0,599.03
sector 81,flat,2.35,2092.05,3.0,4.0,3+,18.0,Relatively New,1558.0,0,0,1,0,0,0,106,697.35
sushant lok,house,7.25,2700.0,9.0,9.0,3+,2.0,New Property,2700.0,1,1,1,0,0,2,49,300.0
sector 9,flat,1.2,1800.18,4.0,3.0,2,4.0,Moderately Old,2000.0,0,0,0,0,0,2,23,450.045
sector 102,flat,1.4,1022.64,3.0,3.0,3,7.0,Relatively New,1314.0,0,0,1,0,0,0,67,340.88
sector 92,flat,0.72,1600.0,3.0,3.0,3,9.0,Relatively New,1700.0,0,0,1,0,0,0,49,533.3333333333334
sector 113,flat,2.78,2690.15,3.0,4.0,3+,5.0,Relatively New,2350.0,0,0,1,0,0,0,174,896.7166666666667
sector 70,flat,1.78,1950.04,3.0,3.0,3+,7.0,Relatively New,1765.0,1,0,1,0,0,0,49,650.0133333333333
sector 65,flat,5.9,3374.51,3.0,3.0,3,18.0,Relatively New,3043.0,0,0,1,0,1,0,76,1124.8366666666668
sector 49,house,3.75,1701.0,3.0,3.0,1.0,2.0,Old Property,1701.0,0,1,0,0,0,2,6,567.0
sector 3,flat,1.3,1444.12,2.0,2.0,2,6.0,Under Construction,1604.0,0,0,0,0,0,0,36,722.06
sector 90,flat,1.55,2364.25,4.0,4.0,3+,1.0,Relatively New,2139.0,0,1,1,0,0,0,81,591.0625
sector 85,flat,2.14,2812.09,4.0,4.0,3,6.0,Relatively New,2300.0,0,1,1,0,1,0,49,703.0225
sector 102,flat,1.39,1650.05,3.0,3.0,3,7.0,Relatively New,1493.0,0,0,1,0,0,2,21,550.0166666666667
sector 82a,flat,2.55,2273.13,4.0,4.0,3+,14.0,Relatively New,2273.13,0,0,0,0,0,1,44,568.2825
sector 111,flat,3.5,2950.1,4.0,5.0,3+,10.0,Relatively New,2700.0,0,0,1,0,0,2,49,737.525
sector 13,house,0.62,1728.0,6.0,6.0,0,3.0,Old Property,192.0,0,0,0,0,0,0,0,288.0
sector 15,house,1.07,900.1,2.0,2.0,1.0,1.0,Old Property,900.0,0,0,1,0,0,0,7,450.05
sector 90,flat,0.7,1314.55,2.0,2.0,3,9.0,New Property,1350.0,0,0,0,0,1,0,60,657.275
sector 48,flat,4.3,3100.22,4.0,5.0,3+,4.0,New Property,3444.0,0,1,1,0,1,0,88,775.055
sector 50,house,12.5,3060.0,4.0,4.0,3+,2.0,Relatively New,3060.0,0,0,1,0,1,1,160,765.0
sector 48,house,6.0,2700.0,4.0,4.0,3+,2.0,Moderately Old,2700.0,0,0,1,0,0,0,69,675.0
sector 92,flat,0.95,1950.32,4.0,3.0,3,13.0,New Property,1765.0,0,0,0,0,0,0,0,487.58
sector 92,flat,1.42,1829.9,3.0,3.0,2,10.0,Relatively New,1738.0,0,0,0,0,0,0,117,609.9666666666667
sector 70a,flat,1.6,1575.11,3.0,3.0,3,2.0,New Property,1750.0,1,0,1,0,0,0,77,525.0366666666666
sector 79,flat,1.34,1572.03,3.0,3.0,3,7.0,Relatively New,1423.0,0,0,0,0,0,0,158,524.01
sector 54,flat,5.75,2329.07,3.0,4.0,3,12.0,Relatively New,2329.07,0,0,1,0,0,1,174,776.3566666666667
sector 90,flat,1.25,1930.2,3.0,3.0,3+,17.0,Relatively New,1700.0,0,1,1,0,0,0,65,643.4
sector 102,flat,1.35,915.01,2.0,2.0,2,10.0,Under Construction,828.0,0,0,0,0,0,0,22,457.505
sushant lok,flat,6.0,3805.9,4.0,5.0,3,2.0,Old Property,3806.0,0,0,0,0,0,0,0,951.475
sector 7,house,0.9,900.0,2.0,4.0,3.0,3.0,Old Property,900.0,1,0,1,0,0,2,44,450.0
sector 99a,flat,1.1,1550.17,2.0,2.0,3,9.0,New Property,1368.0,0,0,0,0,1,0,88,775.085
sector 65,flat,2.8,1650.07,3.0,3.0,3+,3.0,Relatively New,1650.07,0,0,1,0,1,2,38,550.0233333333333
sector 113,flat,2.51,1695.95,3.0,3.0,3+,2.0,Under Construction,1695.95,0,0,0,0,1,0,49,565.3166666666667
sector 11,flat,0.3,652.32,2.0,2.0,2,16.0,Relatively New,846.0,0,0,0,0,0,0,0,326.16
sector 62,flat,9.14,4690.07,4.0,6.0,3,16.0,Relatively New,3932.0,0,0,1,1,1,2,146,1172.5175
sector 106,flat,1.35,1850.08,4.0,4.0,3+,18.0,Relatively New,2100.0,0,1,1,0,0,2,174,462.52
sector 113,flat,1.65,1579.1,3.0,2.0,2,3.0,Relatively New,1420.0,0,0,0,0,0,0,49,526.3666666666667
sector 63a,flat,3.3,2150.12,3.0,3.0,3,4.0,Under Construction,2150.12,0,0,1,0,0,0,52,716.7066666666666
