sector,property_type,price,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 70,flat,1.66,1164.59,3.0,5.0,3,8.0,Relatively New,1527.0,0,0,1,0,0,0,108,388.19666666666666
sector 104,flat,2.63,2750.18,4.0,4.0,3+,21.0,Relatively New,2953.0,0,0,1,0,0,2,161,687.545
sector 81,flat,0.95,1360.06,2.0,2.0,2,13.0,Relatively New,1150.0,0,0,0,0,0,2,167,680.03
sector 82,flat,0.85,1421.64,2.0,2.0,2,9.0,Relatively New,1294.0,0,0,0,0,1,0,117,710.82
sector 50,flat,2.35,2093.17,3.0,3.0,3,8.0,Moderately Old,2000.0,0,0,0,1,0,2,149,697.7233333333334
sector 37c,flat,1.25,1742.16,3.0,3.0,3,2.0,Relatively New,1563.0,0,0,0,0,1,0,49,580.72
sector 85,flat,2.6,2129.05,3.0,3.0,3,17.0,Under Construction,2129.0,0,0,1,0,0,0,44,709.6833333333334
sector 54,flat,7.0,3000.04,4.0,6.0,3+,12.0,Moderately Old,2715.0,0,1,1,1,0,2,108,750.01
sector 65,flat,5.4,2979.15,3.0,4.0,3,19.0,Moderately Old,2696.0,0,0,1,0,1,2,174,993.05
sector 49,flat,2.23,2033.0,3.0,3.0,3,14.0,Relatively New,1840.0,1,0,0,0,0,0,40,677.6666666666666
sector 105,house,0.43,470.7,3.0,3.0,3.0,2.0,Relatively New,1050.0,0,0,0,0,0,0,0,156.9
sector 53,house,4.0,2250.0,5.0,5.0,2.0,3.0,Relatively New,2250.0,0,0,0,0,1,0,23,450.0
sector 79,flat,1.2,867.24,3.0,3.0,3,18.0,Relatively New,1165.0,0,1,0,0,1,2,160,289.08
sector 72,flat,3.21,2000.0,3.0,4.0,3+,15.0,Relatively New,2140.0,0,0,1,0,0,2,174,666.6666666666666
sector 61,flat,1.7,1120.04,2.0,2.0,2,4.0,Under Construction,1244.0,0,0,0,0,1,0,127,560.02
sector 111,flat,2.25,1700.04,3.0,3.0,2,12.0,Relatively New,1538.0,0,0,0,0,0,0,101,566.68
sector 103,flat,2.45,2875.25,4.0,6.0,3,5.0,Relatively New,2602.0,0,0,1,0,0,0,38,718.8125
sector 9a,flat,1.5,1850.02,4.0,3.0,3+,8.0,Moderately Old,2056.0,0,0,0,0,0,0,35,462.505
sector 12,flat,2.7,3150.16,4.0,3.0,3,6.0,Old Property,3150.0,0,0,0,0,0,0,0,787.54
sector 14,house,3.5,1935.0,6.0,4.0,2.0,2.0,Old Property,1935.0,1,0,0,0,0,2,27,322.5
sohna road,flat,0.54,852.95,2.0,2.0,2,4.0,Relatively New,939.0,0,1,0,0,0,0,159,426.475
sector 3,flat,0.22,522.57,2.0,2.0,1,1.0,Relatively New,570.0,1,0,0,0,0,1,36,261.285
sector 7,house,2.0,1440.0,2.0,2.0,2.0,2.0,Old Property,1440.0,0,0,0,0,0,0,22,720.0
sector 67,flat,3.05,2411.07,3.0,3.0,3+,21.0,Relatively New,2029.0,0,0,1,0,0,2,157,803.69
sector 83,flat,0.78,1245.01,2.0,2.0,2,3.0,Relatively New,850.0,0,1,0,0,1,2,165,622.505
sector 3,house,1.5,1458.0,3.0,3.0,0,2.0,Old Property,210.0,0,0,0,0,0,0,0,486.0
sector 66,flat,3.0,2764.21,4.0,4.0,3,3.0,Relatively New,2700.0,1,1,1,0,1,2,174,691.0525
sector 102,flat,1.92,2000.0,3.0,3.0,3,12.0,Relatively New,2222.0,0,1,1,1,1,0,95,666.6666666666666
sector 11,house,0.9,900.0,2.0,4.0,3+,4.0,Moderately Old,900.0,0,0,0,0,0,0,7,450.0
sector 7,flat,0.45,900.0,2.0,2.0,1,4.0,Relatively New,1000.0,0,0,0,0,0,0,28,450.0
sector 95,flat,0.19,3214.89,1.0,1.0,1,14.0,Relatively New,3569.0,0,0,0,0,0,0,49,3214.89
sector 36a,flat,3.65,2538.07,3.0,3.0,2,17.0,New Property,2297.0,0,0,0,0,0,0,31,846.0233333333334
sector 50,flat,1.4,1376.06,3.0,3.0,2,9.0,Relatively New,1245.0,0,0,0,1,0,2,117,458.68666666666667
sector 76,flat,0.75,735.01,2.0,2.0,2,11.0,Under Construction,665.0,0,0,0,0,0,0,57,367.505
sector 59,flat,6.75,3395.03,4.0,4.0,2,10.0,New Property,2567.0,0,0,1,0,0,0,31,848.7575
sector 107,flat,0.5,650.03,2.0,2.0,1,11.0,Relatively New,494.0,0,0,0,0,0,0,55,325.015
sector 79,flat,1.25,1490.05,3.0,3.0,3,18.0,Relatively New,1058.0,0,0,0,0,1,2,102,496.68333333333334
sector 82a,flat,1.25,1500.06,3.0,2.0,3,2.0,Relatively New,1667.0,0,1,0,0,1,2,94,500.02
sector 58,flat,4.0,2164.03,3.0,4.0,3,5.0,Old Property,2164.03,0,0,1,0,0,2,49,721.3433333333334
sector 81,flat,1.1,1645.23,3.0,2.0,3+,5.0,Relatively New,1319.0,0,0,0,0,0,0,150,548.41
sector 37c,flat,1.4,2600.3,4.0,5.0,3,9.0,Relatively New,2343.0,1,1,1,0,1,0,49,650.075
sector 91,flat,0.89,1404.01,2.0,2.0,3+,9.0,Relatively New,1302.0,1,0,0,0,0,2,13,702.005
sector 56,flat,0.6,600.0,1.0,1.0,1,2.0,Moderately Old,543.0,0,0,0,0,0,0,49,600.0
sector 81,flat,2.2,2100.04,3.0,4.0,3+,17.0,Relatively New,1900.0,0,0,1,0,0,1,49,700.0133333333333
sector 2,flat,0.8,1439.88,3.0,2.0,3,8.0,Moderately Old,1440.0,0,0,0,0,0,0,0,479.96
sector 12,house,0.7,1160.1,3.0,3.0,0,1.0,Relatively New,1160.0,0,0,0,0,0,0,23,386.7
sector 33,flat,1.2,834.55,2.0,2.0,3,1.0,New Property,86.0,0,0,0,0,0,0,65,417.275
sector 56,flat,2.1,2400.0,3.0,4.0,3+,8.0,Old Property,2200.0,1,0,0,0,0,2,166,800.0
sector 109,flat,1.68,1745.09,3.0,3.0,3,8.0,Relatively New,1579.0,0,0,0,0,0,0,142,581.6966666666666
sector 106,flat,1.2,1034.04,3.0,3.0,3,12.0,Relatively New,1145.0,0,0,0,0,1,0,158,344.68
sector 56,flat,1.54,1850.07,3.0,3.0,2,6.0,Old Property,1920.0,0,1,1,0,0,2,104,616.6899999999999
sector 92,flat,1.12,2090.33,4.0,4.0,2,12.0,Relatively New,2322.0,0,0,1,0,0,0,85,522.5825
sector 2,flat,0.75,1145.04,2.0,2.0,2,15.0,Old Property,1100.0,0,0,0,0,0,2,42,572.52
sector 33,flat,1.75,1995.89,3.0,3.0,0,2.0,Under Construction,1996.0,0,0,0,0,0,0,56,665.2966666666667
sector 7,house,3.0,2610.1,7.0,7.0,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0,372.87142857142857
sector 106,flat,0.46,700.05,1.0,1.0,1,18.0,New Property,778.0,0,0,0,0,0,0,104,700.05
sector 95,flat,0.32,557.88,2.0,2.0,1,10.0,Relatively New,610.0,0,1,0,0,0,2,50,278.94
sector 15,flat,1.4,1300.03,4.0,3.0,3,3.0,Old Property,1444.0,0,0,0,0,0,2,81,325.0075
sector 10a,flat,0.8,1250.0,2.0,3.0,2,9.0,New Property,1389.0,0,0,0,0,0,0,46,625.0
sector 108,flat,1.65,2003.16,3.0,4.0,3,3.0,Moderately Old,1771.0,0,0,0,0,1,2,75,667.72
sector 70,flat,1.3,2321.43,3.0,3.0,3,17.0,Under Construction,1865.0,0,0,0,0,0,2,61,773.81
sector 109,flat,1.5,2150.23,3.0,4.0,3+,4.0,Relatively New,1797.0,0,0,1,0,0,0,39,716.7433333333333
dlf phase,flat,1.24,1000.0,2.0,2.0,3+,19.0,Moderately Old,1050.0,0,1,0,0,0,2,157,500.0
sector 47,flat,2.4,2400.0,3.0,3.0,0,0.0,Moderately Old,2667.0,0,0,0,0,0,2,22,800.0
sector 104,flat,0.4,569.07,2.0,2.0,1,14.0,Relatively New,515.0,0,0,0,0,0,0,38,284.535
sector 113,flat,1.9,1027.03,3.0,2.0,2,10.0,Relatively New,1285.0,0,1,0,0,0,2,174,342.3433333333333
sector 63a,flat,3.15,2152.82,3.0,3.0,3,4.0,Under Construction,2152.82,1,0,0,0,0,0,44,717.6066666666667
sector 109,house,5.7,5399.8,4.0,5.0,3+,3.0,Relatively New,5400.0,0,1,1,1,1,0,160,1349.95
sector 65,flat,3.5,2054.11,3.0,3.0,3,15.0,New Property,2282.0,0,1,1,0,1,2,166,684.7033333333334
sector 36a,flat,0.4,392.0,1.0,1.0,1,4.0,Relatively New,436.0,0,0,0,0,0,0,35,392.0
sector 107,flat,0.8,1366.12,2.0,2.0,3+,7.0,Relatively New,1236.0,0,0,0,0,0,2,165,683.06
sohna road,flat,1.35,2200.13,3.0,3.0,3,2.0,New Property,2444.0,0,0,1,0,0,0,72,733.3766666666667
sector 92,flat,0.6,1200.0,3.0,2.0,3,4.0,Moderately Old,1333.0,0,0,0,0,0,2,49,400.0
sector 4,house,0.92,603.0,1.0,4.0,3.0,4.0,Moderately Old,603.0,1,0,0,0,0,0,0,603.0
dlf phase,house,9.9,3375.0,5.0,5.0,2.0,2.0,Moderately Old,3375.0,0,1,0,0,0,2,106,675.0
sector 82,flat,1.12,1400.0,3.0,4.0,2,6.0,Relatively New,1500.0,0,1,1,0,0,0,174,466.6666666666667
sector 102,flat,2.05,2075.74,3.0,4.0,3+,14.0,Relatively New,2250.0,0,0,1,0,0,0,116,691.9133333333333
sector 111,flat,2.35,1615.01,3.0,3.0,3+,5.0,Under Construction,1615.0,0,0,0,0,0,0,0,538.3366666666667
sector 37d,flat,1.78,2191.04,4.0,3.0,3,10.0,Relatively New,1983.0,0,0,1,0,0,0,127,547.76
sector 102,flat,1.3,734.84,2.0,2.0,3,0.0,Relatively New,1009.0,0,0,0,1,0,0,125,367.42
sector 86,flat,0.41,494.99,2.0,2.0,1,7.0,New Property,557.0,1,1,1,0,1,0,49,247.495
sector 92,flat,1.3,2039.86,4.0,4.0,0,7.0,Relatively New,2040.0,0,0,0,0,0,0,0,509.965
sector 28,house,1.45,1812.5,3.0,2.0,1.0,1.0,Relatively New,1800.0,0,0,0,0,0,0,0,604.1666666666666
sector 85,flat,1.3,1240.1,2.0,2.0,3+,10.0,Relatively New,1491.0,0,0,0,1,0,0,148,620.05
sector 109,flat,1.4,1750.0,3.0,3.0,3+,8.0,Relatively New,1466.0,0,0,0,1,0,0,119,583.3333333333334
sector 86,flat,1.4,2356.11,4.0,4.0,3+,20.0,Relatively New,2132.0,0,1,1,0,0,0,65,589.0275
sector 37c,flat,0.98,1815.15,3.0,4.0,3,9.0,Relatively New,1660.0,1,0,1,0,0,0,49,605.0500000000001
sohna road,house,0.07,277.2,1.0,1.0,0,1.0,Relatively New,297.0,0,0,0,0,0,0,0,277.2
sector 59,flat,4.02,2297.14,3.0,3.0,1,3.0,Under Construction,2550.0,0,0,0,0,0,0,31,765.7133333333333
sector 37d,flat,1.02,1700.0,3.0,2.0,3,22.0,Under Construction,1538.0,0,0,0,0,0,0,43,566.6666666666666
sector 95,flat,0.38,644.18,2.0,2.0,2,5.0,Relatively New,716.0,0,0,0,0,1,0,83,322.09
sector 5,house,0.8,900.1,2.0,2.0,1.0,1.0,Old Property,900.0,0,0,0,0,0,0,0,450.05
sector 106,flat,0.39,700.05,1.0,1.0,1,7.0,Relatively New,567.0,0,0,0,0,0,0,130,700.05
sector 33,flat,1.35,1640.14,3.0,2.0,3+,7.0,Under Construction,1484.0,0,1,0,0,0,0,49,546.7133333333334
sector 67,flat,2.95,2411.12,3.0,3.0,3,10.0,Relatively New,2150.0,0,0,1,0,0,2,174,803.7066666666666
sector 54,flat,1.55,1800.02,3.0,3.0,3,3.0,Moderately Old,1900.0,0,0,1,0,0,2,109,600.0066666666667
sector 2,house,5.0,4000.0,6.0,4.0,0,3.0,Moderately Old,4000.0,0,0,0,0,0,0,0,666.6666666666666
sector 84,flat,1.01,1750.13,3.0,3.0,2,18.0,Relatively New,1475.0,0,0,0,0,0,0,40,583.3766666666667
sector 37d,flat,0.8,900.09,2.0,2.0,3,10.0,Relatively New,1310.0,1,0,0,0,0,0,166,450.045
sector 69,flat,1.19,1350.12,2.0,3.0,1,0.0,Relatively New,1500.0,0,0,0,0,1,0,174,675.06
sector 79,flat,1.1,863.96,3.0,3.0,3,22.0,Relatively New,1154.0,0,1,0,0,1,0,135,287.9866666666667
sector 56,flat,1.39,1650.05,3.0,2.0,3,6.0,Old Property,1750.0,0,1,1,0,0,2,89,550.0166666666667
sector 83,flat,1.33,2390.37,4.0,4.0,3,3.0,Relatively New,2193.0,0,0,1,0,0,0,26,597.5925
sector 50,house,7.35,1760.0,4.0,4.0,3+,3.0,Moderately Old,2160.0,0,1,1,0,0,2,52,440.0
sector 67,flat,3.05,1875.08,3.0,4.0,2,35.0,Relatively New,2200.0,0,0,1,0,1,2,165,625.0266666666666
dlf phase,flat,1.91,1150.05,2.0,2.0,2,11.0,New Property,1278.0,0,0,0,0,0,1,98,575.025
sector 95,flat,0.46,990.1,2.0,2.0,0,6.0,New Property,990.0,0,0,0,0,0,0,0,495.05
sector 92,flat,0.65,1370.15,3.0,2.0,3,6.0,Relatively New,1240.0,0,0,0,0,0,0,49,456.7166666666667
sector 86,flat,1.3,1930.22,3.0,3.0,3,12.0,Moderately Old,1747.0,0,1,1,0,0,0,106,643.4066666666666
sector 48,house,8.25,2160.0,4.0,4.0,3+,3.0,Relatively New,2160.0,0,0,1,1,0,2,160,540.0
sector 17,house,3.0,2700.0,4.0,4.0,0,1.0,Relatively New,3000.0,0,0,0,0,0,0,0,675.0
sector 104,flat,0.4,568.5,2.0,2.0,1,4.0,Relatively New,514.0,0,0,0,0,0,0,52,284.25
sector 2,house,1.0,1215.1,3.0,7.0,3+,3.0,Moderately Old,1215.0,0,1,0,0,0,0,0,405.0333333333333
sector 71,flat,0.37,500.0,1.0,1.0,2,2.0,Relatively New,425.0,0,0,0,0,0,2,37,500.0
sector 37c,flat,1.0,2314.81,3.0,3.0,3+,5.0,Under Construction,1697.0,0,0,0,0,0,0,51,771.6033333333334
sector 107,flat,1.29,1460.1,3.0,3.0,3+,1.0,Relatively New,1690.0,0,1,0,0,0,2,174,486.7
sector 49,flat,1.79,1400.08,3.0,3.0,3,9.0,Old Property,1556.0,0,0,1,0,0,0,38,466.6933333333333
sector 90,flat,0.7,1352.13,2.0,3.0,2,7.0,Relatively New,1502.0,0,0,0,0,1,2,49,676.065
sector 88a,flat,1.62,1617.09,3.0,2.0,3+,10.0,Relatively New,1463.0,0,0,0,0,1,1,49,539.03
sector 90,flat,1.8,2492.04,4.0,4.0,3+,7.0,Moderately Old,2005.0,0,0,0,0,0,0,38,623.01
sector 78,flat,1.25,2500.0,4.0,4.0,3,2.0,Relatively New,2300.0,1,1,1,0,0,0,57,625.0
sector 65,flat,2.7,1650.06,3.0,3.0,3,5.0,Relatively New,1650.06,0,0,1,1,0,2,108,550.02
sector 47,house,4.3,1467.0,3.0,4.0,2.0,2.0,Moderately Old,1467.0,1,0,0,0,0,0,0,489.0
sector 79,flat,1.55,1815.2,3.0,4.0,3,11.0,Relatively New,1416.0,0,0,1,0,0,2,152,605.0666666666667
sector 107,flat,0.9,1366.12,2.0,2.0,3+,4.0,Relatively New,1236.0,0,0,0,0,0,0,21,683.06
sector 95,flat,0.82,830.04,2.0,2.0,3+,13.0,New Property,1095.0,0,0,0,0,1,0,114,415.02
sector 70a,house,6.0,2700.0,5.0,4.0,3.0,3.0,New Property,2700.0,0,0,0,0,1,0,40,540.0
sector 33,flat,1.65,1151.03,2.0,2.0,3,1.0,Under Construction,1279.0,0,0,0,0,0,0,38,575.515
sector 109,house,6.44,2430.0,4.0,5.0,3+,3.0,New Property,2430.0,0,1,1,1,1,0,138,607.5
sector 111,flat,0.7,696.03,2.0,2.0,2,8.0,Relatively New,773.0,0,0,0,0,0,0,68,348.015
sector 79,flat,1.72,2150.0,3.0,4.0,3+,5.0,Relatively New,1695.0,0,0,1,0,0,0,174,716.6666666666666
sector 112,flat,3.29,2802.15,3.0,3.0,3+,2.0,Relatively New,2225.0,0,0,1,0,0,2,152,934.05
sector 109,flat,1.6,1745.01,3.0,3.0,3,10.0,Relatively New,1550.0,0,0,0,0,0,0,86,581.67
sector 79,flat,1.35,1945.24,3.0,3.0,3,4.0,Relatively New,2161.0,0,0,0,0,0,0,0,648.4133333333333
sector 107,flat,1.35,2361.38,3.0,4.0,3+,8.0,Relatively New,1950.0,0,0,1,0,0,2,74,787.1266666666667
sector 67a,flat,1.8,1228.0,3.0,3.0,3,6.0,New Property,1551.0,0,0,1,1,0,2,150,409.3333333333333
sector 79,flat,1.93,2262.07,3.0,4.0,3+,5.0,Relatively New,2047.0,0,0,1,0,0,0,158,754.0233333333334
sector 82a,flat,0.62,650.03,1.0,1.0,0,6.0,Relatively New,650.0,0,0,0,0,0,0,0,650.03
sector 33,flat,1.55,1300.01,3.0,3.0,3+,7.0,New Property,1444.0,0,0,0,0,0,2,28,433.33666666666664
sector 68,flat,0.9,1180.02,2.0,2.0,2,1.0,New Property,1311.0,0,0,0,0,0,0,44,590.01
sector 69,flat,3.1,3156.18,4.0,6.0,3+,14.0,Relatively New,2817.0,0,1,1,0,0,0,174,789.045
sohna road,flat,1.05,1940.13,2.0,2.0,3,1.0,New Property,1175.0,0,0,0,0,1,0,49,970.065
sector 60,flat,2.65,2019.05,3.0,4.0,3+,7.0,Moderately Old,2037.0,0,0,1,0,0,2,152,673.0166666666667
sector 53,flat,6.02,2892.01,3.0,3.0,3,29.0,Under Construction,2892.0,0,0,0,0,0,0,68,964.0033333333334
sector 69,flat,1.44,1578.08,3.0,3.0,2,1.0,Relatively New,1381.0,0,1,0,0,0,0,174,526.0266666666666
sector 77,flat,0.75,1342.16,2.0,2.0,2,7.0,Relatively New,1180.0,0,0,0,0,0,2,174,671.08
sector 23,house,2.8,1557.0,5.0,5.0,3+,2.0,Old Property,1557.0,0,1,0,0,0,2,74,311.4
sector 86,flat,1.56,1929.02,3.0,4.0,3+,17.0,Relatively New,1580.0,0,0,0,1,0,0,174,643.0066666666667
sector 91,flat,0.9,1310.04,2.0,2.0,2,13.0,Relatively New,1186.0,0,0,0,0,0,1,67,655.02
sector 90,flat,1.25,1703.23,3.0,3.0,3,28.0,Moderately Old,1541.0,0,0,1,0,0,0,38,567.7433333333333
sector 70a,flat,1.3,1410.13,2.0,2.0,3,19.0,Moderately Old,1426.0,0,0,0,0,0,2,49,705.065
sector 47,flat,1.65,2100.04,3.0,3.0,3,1.0,Old Property,1906.0,1,0,0,0,0,2,136,700.0133333333333
sector 65,flat,2.33,1261.03,2.0,2.0,3,35.0,Under Construction,1141.0,0,0,0,0,0,2,49,630.515
south city,house,11.0,3240.0,4.0,4.0,2.0,3.0,New Property,3240.0,0,1,1,0,1,0,35,810.0
sector 49,flat,4.16,3555.56,5.0,4.0,3+,14.0,Relatively New,3219.0,0,0,1,0,1,0,40,711.112
sector 83,flat,1.19,1647.06,2.0,2.0,3,4.0,Relatively New,1630.0,0,0,0,0,0,0,49,823.53
sector 104,flat,0.75,1269.04,2.0,2.0,3,6.0,Relatively New,1148.0,1,0,0,0,0,0,79,634.52
sohna road,flat,1.01,1442.86,2.0,2.0,3,12.0,Under Construction,1184.0,0,0,0,0,1,0,80,721.43
sector 52,flat,5.0,5200.21,5.0,5.0,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,0,0,1040.042
sector 49,flat,2.64,2251.6,3.0,4.0,3+,2.0,Moderately Old,2251.6,0,1,1,0,0,2,140,750.5333333333333
sector 61,flat,1.9,837.0,3.0,3.0,3,1.0,New Property,1137.0,0,0,0,0,0,0,30,279.0
sector 84,flat,1.2,1270.11,2.0,2.0,1,6.0,Relatively New,1149.0,0,0,0,0,0,0,13,635.055
sector 7,house,3.85,2628.0,4.0,4.0,3.0,3.0,Old Property,2628.0,0,0,0,0,0,0,27,657.0
dlf phase,house,7.5,2367.0,9.0,9.0,3+,4.0,Relatively New,2367.0,0,1,1,0,1,2,160,263.0
sohna road,flat,0.29,730.48,2.0,2.0,1,4.0,Relatively New,743.0,0,0,0,0,0,0,0,365.24
sector 56,flat,1.35,1400.12,3.0,3.0,3+,4.0,Old Property,1450.0,1,0,0,0,0,2,174,466.70666666666665
dlf phase,flat,6.0,2400.0,4.0,4.0,2,1.0,Under Construction,2667.0,0,0,1,0,0,2,49,600.0
sector 70a,flat,1.8,1925.13,3.0,3.0,3,3.0,Relatively New,1925.0,0,0,0,0,1,0,135,641.71
sector 63a,flat,1.4,1235.0,2.0,2.0,2,3.0,Under Construction,1372.0,1,0,0,0,0,0,0,617.5
sohna road,flat,0.91,1338.24,2.0,2.0,3,1.0,New Property,1222.0,0,0,0,0,1,0,72,669.12
sector 48,house,8.5,3239.9,4.0,4.0,1.0,2.0,Relatively New,3240.0,0,0,0,0,0,0,21,809.975
sector 85,flat,2.1,2812.37,4.0,4.0,3,7.0,Relatively New,2600.0,0,1,1,0,1,0,49,703.0925
sector 33,flat,1.2,1000.0,2.0,2.0,3+,3.0,Under Construction,1111.0,0,0,0,0,0,0,105,500.0
sector 109,house,9.5,3600.0,5.0,5.0,3+,2.0,Relatively New,3600.0,0,1,1,1,1,0,133,720.0
sector 102,flat,0.47,526.43,2.0,2.0,1,5.0,Relatively New,582.0,0,0,0,1,0,0,142,263.215
sector 88a,flat,1.3,1791.13,3.0,3.0,3+,4.0,Relatively New,1990.0,0,0,0,0,0,0,79,597.0433333333334
dlf phase,house,5.25,1350.0,4.0,4.0,3+,2.0,Relatively New,1350.0,0,1,1,0,0,2,72,337.5
sector 70,flat,1.65,2125.19,3.0,4.0,3+,27.0,New Property,1923.0,0,0,1,0,1,0,81,708.3966666666666
sector 37c,flat,0.99,1815.18,3.0,4.0,3,9.0,Relatively New,1660.0,0,0,1,0,0,0,49,605.0600000000001
sector 48,house,6.4,2700.0,4.0,4.0,3.0,3.0,Moderately Old,2700.0,0,0,1,1,0,2,151,675.0
sector 37c,flat,0.99,1815.18,3.0,5.0,3+,5.0,Relatively New,1400.0,0,0,1,0,0,0,49,605.0600000000001
sector 104,flat,2.5,3150.2,4.0,4.0,3+,14.0,New Property,2851.0,0,0,1,0,0,0,21,787.55
sector 111,flat,5.25,4500.26,4.0,6.0,3+,7.0,Relatively New,4072.0,0,0,1,0,0,2,134,1125.065
sector 50,flat,3.1,2491.16,3.0,4.0,3+,4.0,Moderately Old,2450.0,0,0,1,0,0,2,165,830.3866666666667
sector 69,flat,1.6,1578.06,3.0,3.0,2,0.0,Relatively New,1428.0,0,1,0,0,0,0,166,526.02
sector 1,flat,0.73,2050.56,3.0,3.0,3+,2.0,Moderately Old,1705.0,0,0,1,0,0,0,80,683.52
sector 109,house,5.75,3500.1,4.0,4.0,2.0,3.0,Relatively New,4800.0,0,0,1,0,0,0,146,875.025
dlf phase,house,1.45,4860.0,3.0,3.0,1.0,2.0,Old Property,540.0,0,0,0,0,0,0,9,1620.0
sector 63,flat,3.4,3400.0,3.0,3.0,3+,1.0,New Property,3077.0,0,0,0,0,0,0,99,1133.3333333333333
sector 37d,flat,1.49,1838.37,3.0,3.0,3,20.0,Relatively New,1707.0,1,0,0,0,0,0,49,612.79
sector 79,flat,1.47,904.28,2.0,2.0,3,9.0,New Property,93.0,0,0,0,0,1,0,99,452.14
sector 82,house,7.5,3240.0,5.0,5.0,3+,2.0,Relatively New,3240.0,0,1,1,0,0,2,135,648.0
sector 85,flat,1.85,2408.23,3.0,4.0,3,2.0,Relatively New,2179.0,0,0,1,0,1,2,49,802.7433333333333
sector 72,house,3.1,3653.1,5.0,5.0,3+,21.0,Relatively New,3653.0,0,0,0,0,0,0,0,730.62
sector 43,house,2.75,1080.0,3.0,3.0,1.0,2.0,Moderately Old,1080.0,0,1,0,0,0,0,21,360.0
sector 81,flat,0.5,634.03,2.0,2.0,1,11.0,New Property,704.0,0,0,0,0,0,1,97,317.015
sector 15,house,4.1,1836.0,3.0,3.0,2.0,1.0,Old Property,1836.0,1,1,0,0,1,2,27,612.0
sector 85,flat,1.24,1741.08,2.0,2.0,3,10.0,Relatively New,1730.0,0,0,0,0,0,0,49,870.54
sector 95,flat,0.26,380.01,1.0,1.0,1,8.0,New Property,422.0,0,0,0,0,0,0,49,380.01
sector 99a,flat,0.27,446.35,2.0,2.0,1,10.0,Relatively New,498.0,0,0,0,0,0,0,67,223.175
sector 83,flat,0.65,699.98,1.0,1.0,0,6.0,Relatively New,700.0,0,0,0,0,0,0,0,699.98
sector 4,flat,0.32,950.12,2.0,2.0,1,4.0,Relatively New,1056.0,0,0,0,0,0,2,7,475.06
sector 21,flat,1.4,2400.14,5.0,4.0,2,2.0,Moderately Old,2172.0,0,0,0,0,0,0,0,480.028
dlf phase,house,11.25,3240.0,9.0,9.0,3+,2.0,Moderately Old,3240.0,0,1,1,1,0,2,126,360.0
gwal pahari,flat,7.0,6363.64,4.0,4.0,3+,6.0,Relatively New,5430.0,0,0,1,0,0,0,52,1590.91
sector 81,flat,2.25,2092.05,3.0,4.0,3+,11.0,Relatively New,2090.0,0,0,1,0,0,1,174,697.35
sector 37c,flat,0.78,1365.07,2.0,2.0,3,1.0,Moderately Old,1068.0,0,0,0,0,0,2,103,682.535
sector 68,flat,1.05,1230.08,2.0,2.0,2,11.0,New Property,1200.0,0,0,0,0,0,2,127,615.04
sector 85,flat,2.09,2812.16,4.0,4.0,3,8.0,Relatively New,2600.0,0,1,1,0,1,0,49,703.04
sector 107,flat,0.28,489.08,2.0,2.0,2,10.0,Relatively New,543.0,0,0,0,0,0,0,38,244.54
sector 95,flat,0.96,1548.14,3.0,3.0,3,8.0,New Property,1720.0,0,1,0,1,0,0,8,516.0466666666667
sector 33,flat,2.5,1883.95,3.0,3.0,2,1.0,Under Construction,2093.0,0,0,0,0,0,0,66,627.9833333333333
sector 79,flat,1.7,2289.25,3.0,4.0,3+,6.0,New Property,1659.0,0,0,1,0,0,0,81,763.0833333333334
sector 72,flat,6.5,4250.03,4.0,4.0,3+,0.0,Relatively New,3846.0,0,1,1,0,1,0,67,1062.5075
sector 89,flat,1.0,1103.02,2.0,2.0,2,2.0,New Property,1226.0,0,0,0,0,1,0,49,551.51
new palam,house,1.0,1136.9,3.0,2.0,2.0,1.0,Old Property,120.0,0,1,0,0,0,0,0,378.9666666666667
sector 103,flat,1.9,3344.48,3.0,4.0,3+,10.0,Relatively New,3716.0,1,1,1,0,1,2,49,1114.8266666666666
sector 107,flat,1.02,1534.07,2.0,2.0,3,6.0,Relatively New,1388.0,0,0,0,0,1,0,112,767.035
sector 99a,flat,0.32,553.06,2.0,2.0,2,11.0,New Property,502.0,0,0,0,0,0,0,66,276.53
sector 68,flat,0.82,1179.86,2.0,2.0,3+,21.0,Under Construction,1068.0,1,0,0,0,0,0,72,589.93
sector 85,flat,1.2,1640.02,2.0,2.0,3+,14.0,Relatively New,1380.0,0,0,0,1,0,0,141,820.01
south city,house,2.65,1400.0,3.0,3.0,3.0,4.0,New Property,1400.0,0,0,1,0,0,2,22,466.6666666666667
sector 15,flat,0.64,984.62,2.0,2.0,1,1.0,New Property,905.0,0,0,0,0,0,0,0,492.31
sector 67,flat,2.32,1935.11,3.0,4.0,3+,14.0,Moderately Old,1764.0,0,0,1,0,0,2,59,645.0366666666666
dlf phase,flat,6.5,3500.08,4.0,5.0,3+,3.0,New Property,3889.0,0,0,1,0,0,1,42,875.02
sector 108,flat,1.36,2078.87,3.0,2.0,3+,2.0,Relatively New,1343.0,0,0,1,0,1,2,77,692.9566666666666
sector 5,house,0.3,540.1,1.0,1.0,2.0,1.0,New Property,540.0,0,0,0,0,0,0,0,540.1
